"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AT2G04378",4.65419325363054e-28,-0.566071480145686,0.288,0.034,9.56110920093321e-24
"AT5G20990",4.6766035892715e-28,-0.643281902880689,0.302,0.04,9.60714675344043e-24
"AT5G05930",5.22182897838517e-28,-0.752807863768566,0.27,0.025,1.07272032702966e-23
"AT2G32190",5.61188775000728e-28,-3.03216114268166,0.591,0.584,1.152850100484e-23
"AT3G49601",5.65180007333908e-28,-1.0175352928979,0.332,0.055,1.16104928906605e-23
"AT3G59500",6.45184088293554e-28,-1.51536252564566,0.392,0.085,1.32540167258145e-23
"ATCG00430",6.99853278349811e-28,-1.47772879900896,0.808,0.268,1.43770858971402e-23
"AT4G27880",7.33756250747643e-28,-0.435376593033856,0.26,0.021,1.50735546591088e-23
"AT4G24550",7.62388487968169e-28,-0.467018158785485,0.251,0.017,1.56617467083301e-23
"AT3G06720",7.82439490316099e-28,-0.36002560037418,0.259,0.021,1.60736544495636e-23
"AT5G65660",8.88779744317433e-28,-0.804141246330548,0.386,0.082,1.8258202287513e-23
"AT1G32230",1.13972226363382e-27,-1.93449455939673,0.579,0.173,2.34133144618295e-23
"AT3G51460",1.14841325901344e-27,0.285477610280883,0.263,0.023,2.35918535799132e-23
"AT1G32700",1.18595314058853e-27,-1.14782325512655,0.39,0.085,2.43630353671101e-23
"AT4G31550",1.19889603154189e-27,-0.737987655214899,0.868,0.307,2.4628921175965e-23
"AT5G58440",1.23475704927607e-27,-0.704640457303281,0.272,0.027,2.53656140632784e-23
"AT4G25225",1.28952225678852e-27,-0.680188879472919,0.254,0.019,2.64906557212066e-23
"AT1G13360",1.49134182372714e-27,-1.15694636168551,0.435,0.108,3.06366350848265e-23
"AT3G29075",1.56507628212144e-27,-1.81664167877367,0.478,0.127,3.21513620636208e-23
"AT4G18170",1.58181797285594e-27,-1.15801896348689,0.64,0.205,3.24952866163796e-23
"AT2G40270",1.69748491080666e-27,-1.60700394600397,0.549,0.161,3.48714325227012e-23
"AT3G11810",1.97614442090079e-27,-1.01077532390138,0.284,0.034,4.0595934838565e-23
"AT5G18310",1.98405015056308e-27,-0.973375618835687,0.354,0.068,4.07583422430173e-23
"AT5G62770",2.01583354636839e-27,-0.929053062831001,0.305,0.044,4.14112685430458e-23
"AT1G02305",2.2158444739838e-27,-1.13900073860676,0.912,0.313,4.55200930290492e-23
"AT3G52240",2.27721797601427e-27,-0.396995417909601,0.27,0.027,4.67808888812612e-23
"AT4G32760",2.37101821483301e-27,-0.399171589894021,0.283,0.034,4.87078271873146e-23
"AT5G19930",2.3803284323844e-27,-0.865380255560971,0.313,0.049,4.88990869864728e-23
"AT2G29960",2.39039766222407e-27,-1.83398019835459,0.726,0.237,4.9105939175069e-23
"AT4G38920",2.41538391833864e-27,-0.754294237189623,0.938,0.323,4.96192318344306e-23
"AT2G30530",2.70638426603513e-27,0.527274692807177,0.251,0.019,5.55972519771596e-23
"AT5G24570",2.77075839855608e-27,-0.520954548707407,0.274,0.03,5.69196897815375e-23
"AT1G31340",2.93301925289889e-27,-1.49274672854637,0.313,0.049,6.02530145123019e-23
"AT3G06890",2.9982371102506e-27,-1.14834481381155,0.35,0.068,6.1592784955878e-23
"AT2G17130",3.17145342053791e-27,0.268873260934081,0.265,0.025,6.51511676181103e-23
"AT5G13090",3.35085812082187e-27,-0.273996711846014,0.265,0.025,6.88366783760437e-23
"AT1G20225",3.45355793508148e-27,-1.77685233990699,0.431,0.106,7.09464406603789e-23
"AT3G23480",3.48797099496698e-27,-0.612665522902034,0.282,0.034,7.16533881496068e-23
"AT1G05560",3.5400051480865e-27,-0.922292148156459,0.33,0.057,7.27223257571409e-23
"AT4G17140",3.57233883543033e-27,-1.09270924604984,0.308,0.047,7.33865566962452e-23
"AT1G59610",3.72261341368533e-27,-1.78407964390146,0.434,0.108,7.64736473573377e-23
"AT5G56150",3.82830365154433e-27,-0.90620632586223,0.321,0.053,7.86448419136751e-23
"AT3G02520",3.84373548262005e-27,-1.07782798000903,0.317,0.051,7.89618580194636e-23
"AT2G45010",3.90116666273566e-27,-0.626748047233712,0.308,0.047,8.01416667525787e-23
"AT3G05220",3.92458532621831e-27,-2.05090660960808,0.559,0.167,8.06227563565027e-23
"AT4G10790",4.5671909308555e-27,-1.62474691781776,0.369,0.076,9.38238032925646e-23
"AT5G03905",4.66141608585817e-27,-0.309370320212794,0.263,0.025,9.57594706517844e-23
"AT5G20280",4.68338099623099e-27,-1.38852677484182,0.341,0.063,9.62106958055732e-23
"AT2G37550",4.95766602986237e-27,0.365169364209367,0.253,0.021,1.01845333251463e-22
"AT3G09970",5.11726066030302e-27,-0.322446353597684,0.268,0.027,1.05123885744605e-22
"ATCG00630",5.22198817599841e-27,-1.14589248115459,0.998,0.873,1.07275303099535e-22
"AT2G39630",5.269734643268e-27,-0.682239649601877,0.272,0.03,1.08256158776655e-22
"AT5G43780",7.0635144655147e-27,-1.16230798264665,0.345,0.066,1.45105777665068e-22
"AT5G67250",7.16479753088774e-27,-1.60329761139712,0.349,0.068,1.47186435677027e-22
"AT4G19170",7.29011590237622e-27,-0.346831844063048,0.258,0.023,1.49760850982515e-22
"AT4G34150",7.35807742044813e-27,0.34881602093525,0.979,0.495,1.51156984448266e-22
"AT4G25690",7.69567707995067e-27,-0.395627202570711,0.265,0.027,1.58092294253427e-22
"AT4G02570",8.34467561666382e-27,-1.31724267926016,0.349,0.068,1.71424671193125e-22
"AT3G06980",8.38655994681683e-27,-0.479564532376352,0.253,0.021,1.72285100987458e-22
"AT4G35790",8.51562918589727e-27,-0.86267145451523,0.305,0.047,1.74936570365888e-22
"AT5G48930",8.78845415645013e-27,-1.51852396819885,0.512,0.146,1.80541213735955e-22
"AT1G28200",9.08710956016682e-27,-0.927573504266528,0.314,0.051,1.86676491694507e-22
"AT3G59310",1.08353046188814e-26,-0.415134673197839,0.296,0.042,2.2258966278568e-22
"AT4G15420",1.09808084701796e-26,-0.658853787105508,0.256,0.023,2.255787484029e-22
"ATCG01020",1.12958682670838e-26,-1.06158042349607,0.999,0.884,2.32051021810702e-22
"AT1G67230",1.14190275288712e-26,-1.07640180531939,0.318,0.053,2.345810825256e-22
"AT5G22280",1.16767584088187e-26,-0.375435104571867,0.27,0.03,2.39875647992363e-22
"AT1G34350",1.4553636788572e-26,-1.40918089226744,0.312,0.051,2.98975360547634e-22
"AT4G19140",1.5790145465744e-26,-1.10479850321994,0.32,0.055,3.24376958302779e-22
"AT5G11710",1.77042244851864e-26,-0.287811599143347,0.254,0.023,3.63697883599185e-22
"AT5G36925",1.82342757650185e-26,-4.3844038911106,0.255,0.41,3.74586727040776e-22
"AT3G54020",1.85212658495199e-26,-0.810850902246381,0.405,0.097,3.80482364346688e-22
"AT3G62010",2.08568826378799e-26,-0.481540323114348,0.263,0.027,4.28462940029967e-22
"AT5G17900",2.18017539104857e-26,-0.579427280263359,0.29,0.04,4.47873430583108e-22
"AT5G41600",2.21223482176986e-26,-1.46728001737477,0.433,0.11,4.54459399436182e-22
"AT2G01270",2.30214876055652e-26,-1.00432504157141,0.315,0.053,4.72930419881127e-22
"AT2G33120",2.50855814045638e-26,-1.78233380239208,0.64,0.205,5.15333098793954e-22
"AT2G41560",2.6656376785601e-26,-1.63147298322044,0.406,0.097,5.47601948306601e-22
"AT4G27410",3.14455155293192e-26,-1.3486694436429,0.513,0.15,6.45985225518804e-22
"AT1G11180",3.22184815702737e-26,-0.601406304244728,0.271,0.032,6.61864266898133e-22
"AT5G01820",3.30911735187523e-26,-0.648112299148879,0.283,0.038,6.79791977595729e-22
"AT4G18230",3.33274056102362e-26,-0.833909099667572,0.33,0.061,6.84644893451083e-22
"AT1G65440",3.42694929410588e-26,-1.3085273859397,0.361,0.076,7.03998193488172e-22
"AT3G04620",3.61716726590511e-26,-0.720511482255125,0.322,0.057,7.43074671434887e-22
"AT1G01470",3.6962613185088e-26,-1.32584403057495,0.838,0.734,7.59322962661263e-22
"AT1G44350",3.705253128815e-26,-3.14336075856871,0.706,0.603,7.61170150252465e-22
"AT3G29000",3.84441294733703e-26,-2.63625763165909,0.7,0.613,7.89757751771446e-22
"AT2G22660",3.98323480807202e-26,-0.748796422817005,0.275,0.034,8.18275926622236e-22
"AT2G46370",4.06526254925672e-26,-1.51456972080932,0.552,0.167,8.35126885493809e-22
"AT1G28280",4.37557295240053e-26,-0.723639553768377,0.27,0.032,8.98873951611642e-22
"AT5G09390",4.60993094568123e-26,-0.617108464998943,0.256,0.025,9.47018114171295e-22
"AT4G17530",4.85372540987713e-26,-1.55520403257049,0.356,0.074,9.97100810951058e-22
"AT3G06150",4.87562113051186e-26,-0.41257133704759,0.255,0.025,1.00159884884105e-21
"AT4G24290",4.95354277433249e-26,-0.974863669035281,0.274,0.034,1.01760629213112e-21
"AT1G08450",5.18565166718599e-26,-4.73646995959941,0.459,0.518,1.06528842199002e-21
"AT2G16510",5.3739903396741e-26,-1.89893762009574,0.77,0.26,1.10397883547925e-21
"AT4G34230",5.49262142984276e-26,-4.26514644772457,0.386,0.484,1.1283492203326e-21
"AT3G05840",5.84928153082366e-26,-0.787915597015136,0.273,0.034,1.2016179048771e-21
"AT1G78670",6.4204691620081e-26,-1.41820361070415,0.456,0.123,1.31895697995132e-21
"AT5G58375",7.07903416489115e-26,-1.78028230421203,0.677,0.222,1.45424598849359e-21
"AT1G15920",7.6439347606287e-26,-0.46505072047012,0.267,0.032,1.57029351787595e-21
"AT3G60690",7.78819521129506e-26,-1.43714382306887,0.346,0.07,1.59992894225634e-21
"AT2G43160",8.2031497305831e-26,-1.8560789995755,0.468,0.129,1.68517304915369e-21
"AT1G78100",8.30006874244795e-26,-0.588819954787278,0.263,0.03,1.70508312176108e-21
"AT3G11800",8.41463081930742e-26,-1.41099117735606,0.367,0.08,1.72861760921032e-21
"AT5G05140",9.4555101914228e-26,-1.42679187339074,0.367,0.08,1.94244545862399e-21
"AT2G47600",1.10789939670479e-25,-0.323843655049273,0.257,0.027,2.27595773065065e-21
"AT2G16586",1.11026089152452e-25,0.36421606300761,0.262,0.03,2.28080894945882e-21
"AT3G25600",1.11345961281685e-25,-1.1164856818476,0.318,0.057,2.28738008260966e-21
"ATCG00800",1.2257519116319e-25,-0.667377789274413,0.959,0.347,2.51806215206542e-21
"AT3G10410",1.29731044827029e-25,-1.45453725736865,0.865,0.298,2.66506485388165e-21
"AT3G58460",1.3190370103385e-25,-0.875425290905252,0.284,0.04,2.70969773033839e-21
"AT2G34930",1.3871201358003e-25,-0.822419091117565,0.331,0.063,2.84956089497456e-21
"AT4G25100",1.70671209616257e-25,0.465177088405329,0.954,0.471,3.50609865914677e-21
"AT2G26080",1.79816006506834e-25,-1.55080739620355,0.309,0.053,3.69396022166988e-21
"ATCG00650",1.90750563883161e-25,-1.64486001466751,0.758,0.258,3.91858883385178e-21
"AT1G75680",2.07907416311414e-25,-0.63810470648431,0.264,0.032,4.27104205328537e-21
"AT2G38360",2.12682138143452e-25,-4.89069268629739,0.194,0.357,4.36912916388094e-21
"AT2G14890",2.30762974960524e-25,-1.81589150896498,0.364,0.08,4.74056379461403e-21
"AT1G76360",2.86013854995337e-25,-0.467271288101619,0.298,0.049,5.8755826231692e-21
"AT3G22950",2.86587819465663e-25,-1.83346002545613,0.379,0.089,5.88737357528311e-21
"AT5G05670",2.9096745471634e-25,-0.268588726835242,0.273,0.036,5.97734442223778e-21
"AT3G25140",3.18507652649266e-25,-1.52084428171415,0.336,0.068,6.54310270837387e-21
"AT3G45600",3.3527822702665e-25,-1.73173973850865,0.41,0.104,6.88762061780846e-21
"AT1G71090",3.44221331966543e-25,-1.25862442874057,0.294,0.047,7.0713388225887e-21
"AT4G01070",3.47885836012941e-25,-4.47117203889762,0.376,0.476,7.14661872921384e-21
"AT5G14540",3.54325725702544e-25,-0.726693749813948,0.259,0.03,7.27891338310735e-21
"AT5G65470",3.5846804903865e-25,-1.46281613881739,0.341,0.07,7.36400913140098e-21
"AT4G02350",3.79092166540366e-25,-1.03969797208549,0.302,0.051,7.78769037723874e-21
"AT1G18480",3.81300947286133e-25,-0.537460002605984,0.258,0.03,7.83306536009904e-21
"AT5G47880",4.37821689874547e-25,-0.818502891956538,0.271,0.036,8.99417097509283e-21
"AT5G20020",4.38859623864622e-25,-1.06736086572538,0.88,0.309,9.01549325305093e-21
"AT4G25670",4.50884526239106e-25,-0.638606729089367,0.947,0.342,9.26252082252995e-21
"AT3G60450",4.55692553804919e-25,-1.22743812022772,0.31,0.055,9.36129213281444e-21
"AT3G57880",5.3242307080486e-25,-1.32868011664934,0.349,0.074,1.09375671435442e-20
"AT2G22720",5.62043547234302e-25,-0.646197788864666,0.252,0.027,1.15460605908343e-20
"AT2G16720",5.80510550326571e-25,-0.957152781214323,0.335,0.068,1.19254282353587e-20
"AT4G36950",5.96641711689575e-25,-0.294417838272036,0.808,0.313,1.22568106832389e-20
"AT4G08500",6.01741817546982e-25,-0.828156599882001,0.292,0.047,1.23615821578676e-20
"AT5G43560",6.26483700787924e-25,-0.669955699071684,0.261,0.032,1.28698546652863e-20
"AT4G32680",7.64971362812183e-25,-0.302325803970196,0.274,0.038,1.57148067062507e-20
"AT1G64760",7.71053869872541e-25,-0.7378555020249,0.252,0.027,1.58397596487916e-20
"AT1G67680",7.81866907495016e-25,-0.879932669359277,0.256,0.03,1.60618918806701e-20
"AT1G76140",9.32648439683121e-25,-1.26295064441196,0.282,0.042,1.91593968964104e-20
"AT4G32530",9.91598804825221e-25,-1.77393333178628,0.749,0.256,2.03704142475245e-20
"AT1G30135",1.05121310720499e-24,-0.838915295933914,0.424,0.114,2.15950708613122e-20
"AT4G39220",1.12015142049763e-24,-1.77458266621635,0.459,0.129,2.30112706312827e-20
"AT5G66760",1.14858643178532e-24,-1.27287051034033,0.285,0.044,2.35954110681658e-20
"AT5G22060",1.26393606755945e-24,-1.60284525943665,0.445,0.123,2.59650386358737e-20
"AT2G30990",1.30703388710049e-24,-0.627263576860142,0.281,0.042,2.68503971427053e-20
"AT1G61190",1.39968110056815e-24,-0.939143554176493,0.28,0.042,2.87536488489715e-20
"AT1G03350",1.40711500020035e-24,-1.00750740242014,0.263,0.034,2.89063634491158e-20
"AT3G47960",1.41695261043046e-24,-0.843361824037528,0.867,0.315,2.91084574760729e-20
"AT2G26510",1.4469899828429e-24,-0.94082051973162,0.331,0.068,2.97255152175416e-20
"AT1G63090",1.50026317077e-24,-1.68889470265969,0.601,0.197,3.0819906317128e-20
"AT4G36980",1.65687447165736e-24,-0.406810128210279,0.258,0.032,3.40371722712572e-20
"AT5G40930",1.66182219445674e-24,-1.18720882035693,0.28,0.042,3.41388133407249e-20
"AT5G40540",1.71816775994324e-24,-0.638159849600821,0.292,0.049,3.5296320292514e-20
"AT1G19770",1.84099987284281e-24,-0.954619431278185,0.903,0.326,3.78196603878098e-20
"AT4G35220",2.06674773108698e-24,-1.01500635241139,0.275,0.04,4.24571986397199e-20
"AT2G38170",2.52014671861785e-24,-1.13686249926069,0.556,0.178,5.17713740405665e-20
"AT5G57910",2.52368996181916e-24,-0.505779926786977,0.257,0.032,5.18441628856509e-20
"AT2G21600",2.65371446055029e-24,-1.81785785371197,0.424,0.114,5.45152561630847e-20
"AT4G36690",2.88007262962084e-24,-0.48651546758661,0.278,0.042,5.91653320303009e-20
"AT2G46800",2.97764725639557e-24,-1.5830449191407,0.46,0.131,6.11698075881343e-20
"AT2G43070",3.06650164598537e-24,-0.836623001496102,0.27,0.038,6.29951433134774e-20
"AT4G31450",3.76506846850426e-24,-0.600519070676214,0.251,0.03,7.7345801548483e-20
"AT1G07310",4.0616332883379e-24,-1.38365697862974,0.295,0.051,8.34381326423255e-20
"AT3G26000",4.97593632110345e-24,-1.4719275715633,0.362,0.085,1.02220659844428e-19
"AT3G20410",5.56241955722674e-24,-1.44860352052392,0.407,0.108,1.14268784964109e-19
"AT1G61790",5.78994807289186e-24,-1.18315823210372,0.292,0.051,1.18942903261417e-19
"AT1G59910",6.37471000255591e-24,-1.92167518207501,0.511,0.156,1.30955667582506e-19
"AT5G18150",6.62458995226556e-24,-3.14787104310463,0.823,0.619,1.36088951389391e-19
"AT5G54250",7.38192587963897e-24,-1.46586372239545,0.318,0.063,1.51646903345423e-19
"AT2G39805",7.6403850803298e-24,-1.44573847444968,0.284,0.047,1.56956430705215e-19
"AT4G21540",8.79530799266335e-24,-1.05296678326052,0.283,0.047,1.80682012093283e-19
"AT3G13772",8.99198756067924e-24,-0.893417354798561,0.256,0.034,1.84722400459034e-19
"AT5G15640",8.99724499557253e-24,-1.98944818962352,0.381,0.095,1.84830403944046e-19
"AT3G13062",9.08958523787182e-24,-1.29522180073646,0.325,0.068,1.86727349541601e-19
"AT1G32410",9.74933908017795e-24,-1.15601308000248,0.261,0.036,2.00280672724096e-19
"AT3G54085",9.95868125714109e-24,-1.42903677083723,0.292,0.051,2.04581189065449e-19
"AT3G22290",1.00605895082826e-23,-1.84616061722884,0.416,0.112,2.06674690268649e-19
"AT3G29575",1.04065861330303e-23,-0.389409160109788,0.252,0.032,2.1378249893084e-19
"AT4G17615",1.11268139745649e-23,-1.29611432392733,0.88,0.315,2.28578139479488e-19
"AT1G51630",1.15990762258463e-23,-1.28142582745788,0.27,0.04,2.38279822907561e-19
"AT2G02710",1.18735043441698e-23,-1.15280658763073,0.27,0.04,2.4391739974228e-19
"AT3G50930",1.20231449728727e-23,-0.414566037414234,0.273,0.042,2.46991467177723e-19
"AT1G68000",1.34555496358969e-23,-1.72937811872632,0.398,0.104,2.76417356170231e-19
"AT1G31300",1.41799928988286e-23,-1.20615260252417,0.273,0.042,2.91299594120637e-19
"ATCG00270",1.42930608875804e-23,-1.83867995230384,0.628,0.211,2.93622349813565e-19
"AT3G19960",1.76134743544859e-23,-1.81617849732761,0.361,0.087,3.61833603664203e-19
"AT3G60415",1.7741072885329e-23,-0.994895075507533,0.364,0.089,3.64454860283313e-19
"AT3G54640",3.02625233012385e-23,-0.434673155876927,0.27,0.042,6.21683016177342e-19
"AT5G53540",3.53886572770893e-23,-1.33284608233235,0.3,0.057,7.26989186443245e-19
"AT4G18030",4.36296310644033e-23,-1.21582426630561,0.3,0.057,8.96283510956036e-19
"AT5G01710",4.36827838269243e-23,-1.72715894344782,0.666,0.23,8.97375428156507e-19
"AT5G65380",4.43587548005939e-23,-0.357010801134682,0.256,0.036,9.112618998686e-19
"AT2G31360",5.00600929834607e-23,-1.69439352866993,0.727,0.256,1.02838449015923e-18
"AT3G07195",5.54072931489352e-23,-0.348871881952552,0.404,0.114,1.13823202315857e-18
"AT2G01720",5.95616860408281e-23,-1.90031539196581,0.408,0.112,1.22357571633673e-18
"AT1G64900",6.39146690491116e-23,-0.801042094588881,0.268,0.042,1.3129990462759e-18
"AT5G04920",6.5038267055362e-23,-0.741627592957132,0.264,0.04,1.3360811201183e-18
"AT1G42480",6.55159691280666e-23,-1.0590769595187,0.264,0.04,1.34589455379787e-18
"AT3G57340",6.58147228882772e-23,-1.74891544877425,0.337,0.076,1.35203185229388e-18
"AT1G07960",6.86082744686821e-23,-1.28438203683495,0.328,0.072,1.40941978241014e-18
"AT1G19450",6.90441602976032e-23,-1.70597981507463,0.349,0.082,1.41837418499366e-18
"AT5G34850",6.9182841740675e-23,-1.8803197249496,0.473,0.144,1.42122311787869e-18
"AT2G38240",7.2642808324395e-23,-3.30125559376216,0.512,0.531,1.49230121140805e-18
"AT1G68370",7.39068349197462e-23,-1.1663321174006,0.276,0.047,1.51826810975635e-18
"AT2G44730",7.985657890169e-23,-1.32325639839313,0.262,0.04,1.64049370037742e-18
"AT2G33730",7.9951762081422e-23,-1.13851254669861,0.255,0.036,1.64244904843865e-18
"AT5G47080",8.39920411213184e-23,-0.689900997010469,0.25,0.034,1.72544850075524e-18
"AT3G11900",8.78705022195136e-23,-1.50757977848283,0.302,0.059,1.80512372709547e-18
"AT1G20890",9.71774179265346e-23,-0.807773966455332,0.254,0.036,1.9963156964648e-18
"AT5G53750",1.1630814642231e-22,-1.16623097631146,0.313,0.066,2.38931825195352e-18
"AT2G38290",1.21333686333543e-22,-3.3953570760464,0.662,0.575,2.49255791834998e-18
"AT1G70530",1.2305281614433e-22,-4.99810151699253,0.243,0.383,2.52787400205298e-18
"AT2G30110",1.24191327351019e-22,-1.78815264101007,0.355,0.087,2.55126243777199e-18
"AT5G05220",1.25919894030602e-22,0.84111399674189,0.304,0.066,2.58677238307066e-18
"AT3G02040",1.26759122042583e-22,-0.662925849636364,0.27,0.044,2.60401264412077e-18
"AT3G01640",1.32715892301883e-22,-0.984301698900457,0.252,0.036,2.72638257555759e-18
"AT5G22450",1.35557551756014e-22,-1.37626873665767,0.3,0.059,2.7847587857238e-18
"AT3G45970",1.41131501999932e-22,-0.98287249373457,0.438,0.129,2.89926444558461e-18
"AT4G24805",1.42645132725032e-22,-1.80412590597057,0.428,0.123,2.93035896157032e-18
"AT3G20300",1.4968894372793e-22,-0.931986060930841,0.26,0.04,3.07505997100286e-18
"AT2G18960",1.72865941025059e-22,-1.80934726699085,0.71,0.249,3.55118502647778e-18
"AT5G25250",1.8230776050239e-22,-4.7608784483455,0.158,0.313,3.7451483240006e-18
"AT1G77500",1.96041329494526e-22,-1.60751005297421,0.357,0.089,4.02727703180604e-18
"AT1G09270",1.96320913446827e-22,-1.07524455662808,0.272,0.047,4.03302052493816e-18
"AT5G54170",2.15890883479109e-22,-2.51833949842267,0.875,0.632,4.43504641931134e-18
"AT4G30210",2.44431941919404e-22,-3.66092208022956,0.646,0.569,5.02136538285031e-18
"AT3G44330",2.62696205111682e-22,-1.28685920659261,0.251,0.036,5.39656814160928e-18
"AT4G37910",2.76054926071875e-22,-1.2935673803515,0.272,0.047,5.67099634629453e-18
"AT4G16444",2.83669096586854e-22,-0.925170963859152,0.289,0.055,5.82741425118374e-18
"AT1G15690",2.93775769977769e-22,-1.74917262754776,0.778,0.279,6.03503564265332e-18
"AT5G43470",3.01504029896368e-22,-1.16077891217251,0.259,0.04,6.19379728616108e-18
"AT2G38010",3.73442047922647e-22,-1.02217702904537,0.28,0.051,7.67161999047493e-18
"ATCG00280",3.80738768063514e-22,-2.19271889714317,0.956,0.653,7.82151651232878e-18
"AT1G04430",4.34808809744341e-22,-0.898108892775464,0.27,0.047,8.932277378578e-18
"AT5G67580",4.95925525833601e-22,-1.32147740619105,0.266,0.044,1.01877980771997e-17
"AT1G20110",5.78868423149922e-22,-1.25469071830786,0.256,0.04,1.18916940167689e-17
"AT2G36580",6.36003088676892e-22,-1.53262891702438,0.333,0.078,1.30654114506894e-17
"AT3G55380",7.75768082973218e-22,-1.2511868673527,0.256,0.04,1.59366037285188e-17
"AT5G56360",8.2545257780329e-22,-2.12867613702046,0.366,0.095,1.6957272305813e-17
"AT4G30260",8.43253904800818e-22,-1.71566612684698,0.637,0.222,1.73229649663232e-17
"AT4G28140",8.66843285295424e-22,-0.443473364067631,0.268,0.047,1.78075616098239e-17
"AT1G65020",8.95965161810839e-22,-1.61776930434306,0.327,0.076,1.84058123190801e-17
"AT4G19520",9.38554162178231e-22,-1.77924743638938,0.412,0.118,1.92807181536274e-17
"AT4G30810",1.07663205051004e-21,-1.69440864297204,0.271,0.049,2.21172522136277e-17
"AT5G58650",1.31264882523483e-21,-1.03262717830367,0.292,0.059,2.69657448167992e-17
"AT1G36380",1.31279620178296e-21,-1.61772455408614,0.3,0.063,2.69687723732273e-17
"AT1G47530",1.3213555368627e-21,-1.60307512489129,0.394,0.11,2.71446067937704e-17
"AT1G15140",1.3655708071334e-21,-1.38218854208288,0.254,0.04,2.80529210909415e-17
"AT5G47430",1.48578455994098e-21,-1.06540305932482,0.262,0.044,3.05224722148675e-17
"AT5G13200",1.82978532314696e-21,-0.663582126966942,0.853,0.326,3.7589279893408e-17
"AT1G53840",2.15236199297818e-21,-1.44703752638525,0.774,0.281,4.42159724217508e-17
"AT1G24350",2.29788346556302e-21,-1.54689534081848,0.345,0.087,4.72054200330611e-17
"AT2G31865",2.33154162839067e-21,-1.44085261137006,0.365,0.097,4.78968596720295e-17
"AT3G09085",2.44624579924611e-21,-1.53453592769702,0.379,0.104,5.02532274539128e-17
"AT2G36290",3.18237482487632e-21,-1.29654340790771,0.25,0.04,6.53755260274343e-17
"AT1G30360",4.02695909002574e-21,-1.95331514163624,0.679,0.243,8.27258205863988e-17
"AT1G74380",4.19757634215041e-21,-1.88310503048816,0.536,0.18,8.62308107967959e-17
"AT3G52430",5.00745534863851e-21,-0.679561376222274,0.25,0.04,1.02868155227081e-16
"ATCG00510",5.1550005204158e-21,-1.77740132395519,0.347,0.089,1.05899175690902e-16
"AT4G28770",5.41439291653199e-21,-2.00432185759585,0.49,0.159,1.11227873684317e-16
"AT4G24160",6.01106519912201e-21,-1.19363434823952,0.823,0.307,1.23485312385563e-16
"AT4G07390",6.1032319581498e-21,-1.92020807606104,0.454,0.142,1.25378694116271e-16
"AT5G04250",6.61124916381041e-21,-1.70800353290839,0.308,0.07,1.35814891572157e-16
"SK 11",6.81783923676569e-21,-1.68853924758474,0.277,0.055,1.40058871440877e-16
"AT1G76180",6.82010263631931e-21,-0.736610220652675,0.997,0.871,1.40105368457908e-16
"AT3G55260",7.83538591253573e-21,-1.44453365804581,0.278,0.055,1.60962332801221e-16
"AT3G10915",9.88408040623607e-21,-1.60555509709527,0.33,0.082,2.03048663785308e-16
"AT5G42390",1.03601936437629e-20,-1.4425637787677,0.298,0.066,2.12829458023822e-16
"AT3G07180",1.09960452038783e-20,-1.28639676454202,0.255,0.044,2.25891756623272e-16
"AT1G54130",1.10013590445366e-20,-2.11645059070853,0.559,0.192,2.26000918851916e-16
"AT1G78040",1.15472922611845e-20,-0.574136897423816,0.982,0.387,2.37216024921514e-16
"AT3G08690",1.17297112414695e-20,-1.35403870742668,0.302,0.068,2.40963458033508e-16
"AT2G33110",1.29463967129005e-20,-1.37838246241703,0.263,0.049,2.65957827673115e-16
"AT1G04770",1.41775910387842e-20,-1.53751747625444,0.427,0.131,2.91250252709744e-16
"AT1G08510",1.42931934930889e-20,-1.69620469532703,0.384,0.11,2.93625073928526e-16
"AT4G14365",1.58625533179483e-20,-0.320014418105576,0.72,0.288,3.25864432810612e-16
"AT2G35510",2.0007292162828e-20,-1.994678867317,0.337,0.087,4.11009802900975e-16
"AT1G62660",2.12879728198524e-20,-1.03480344485667,0.287,0.061,4.37318825638229e-16
"AT3G62580",2.25373321109465e-20,-1.83164164511019,0.384,0.11,4.62984413555173e-16
"AT5G51070",2.40618262847409e-20,-3.84612942672059,0.671,0.567,4.94302097367432e-16
"AT2G43820",2.41130430497235e-20,-1.32851288159177,0.282,0.059,4.9535424337047e-16
"AT3G05670",2.45881697066841e-20,-1.77877721432163,0.354,0.095,5.05114770284411e-16
"AT4G28400",2.48380440807573e-20,-1.78356857787151,0.646,0.233,5.10247939550996e-16
"AT5G63370",2.58763035559966e-20,-1.83149363511938,0.731,0.268,5.31576903950838e-16
"AT2G30360",2.76810386269703e-20,-1.82244940151547,0.487,0.161,5.68651576513851e-16
"AT5G42050",2.95606440224412e-20,-0.693298101368216,0.955,0.368,6.0726431015301e-16
"AT4G36210",3.5076040504084e-20,-1.42464893977594,0.268,0.053,7.20567100075398e-16
"AT4G10040",3.9787010866035e-20,-1.74148277501039,0.314,0.076,8.17344564220957e-16
"AT1G78240",4.1166190777e-20,-5.18924268931728,0.114,0.256,8.45677057131911e-16
"AT5G12200",4.52505059293915e-20,-2.02932574092705,0.398,0.118,9.2958114330749e-16
"AT1G78600",4.86296423460763e-20,-1.44701577080054,0.258,0.049,9.98998742715445e-16
"AT4G33467",5.89411082272498e-20,-0.990637661933313,0.25,0.044,1.21082718631239e-15
