"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AT2G19790",2.94348613768799e-151,1.0894966685645,0.893,0.061,6.04680357265245e-147
"AT3G12290",3.19198337489928e-151,1.25145513788001,0.947,0.089,6.55729144705558e-147
"AT5G16010",3.45063410031504e-151,-2.3823152533249,0.972,0.945,7.08863763227719e-147
"AT1G43170",3.67275797596923e-151,1.88475045932625,0.975,0.11,7.54494671003359e-147
"AT2G31810",4.16356059819197e-151,1.15373911736766,0.938,0.082,8.55320253686576e-147
"AT3G22210",5.85228610635878e-151,1.8409839982858,0.858,0.044,1.20223513482928e-146
"AT2G41840",7.11084026459585e-151,1.87727009476011,0.972,0.11,1.46077991555593e-146
"AT3G23400",7.22816408363797e-151,1.3150359889409,0.907,0.07,1.48488174770175e-146
"AT3G20230",7.50178372007938e-151,1.47861993167448,0.868,0.051,1.54109142961591e-146
"AT3G55770",9.17827109368833e-151,1.25759491630435,0.949,0.093,1.88549223077639e-146
"AT4G31290",9.79787294686977e-151,1.85010848855093,0.964,0.108,2.01277703947546e-146
"AT1G68590",1.04330180973373e-150,1.43321990520325,0.919,0.078,2.143254907736e-146
"AT1G29390",1.25433666014528e-150,1.30431251158421,0.943,0.091,2.57678380093645e-146
"AT5G18140",1.26933326110522e-150,1.7644706648502,0.813,0.023,2.60759131828846e-146
"AT3G55430",1.33414915101311e-150,-3.1770240509603,0.965,0.901,2.74074260092624e-146
"AT2G34860",1.40994156489729e-150,1.32253369658835,0.955,0.095,2.8964429567685e-146
"AT1G80380",1.74299098275053e-150,1.20264133401561,0.91,0.072,3.58062637586442e-146
"AT3G45980",1.82289295777901e-150,2.92467780519728,0.796,0.017,3.74476900316542e-146
"AT4G01690",2.13116258915012e-150,1.52915229963517,0.873,0.055,4.37804730689109e-146
"AT5G63310",2.24990842337841e-150,1.83361445460182,0.964,0.108,4.62198687414627e-146
"AT3G09500",2.33326492021549e-150,2.12307954770714,0.985,0.137,4.79322612559869e-146
"AT1G70600",2.33707404663269e-150,1.5702106458827,0.95,0.093,4.80105121399754e-146
"AT2G24060",2.36060159932143e-150,2.1635870780441,0.822,0.03,4.84938386548602e-146
"AT2G03680",2.47750345314186e-150,1.325792311239,0.944,0.089,5.08953534378932e-146
"AT4G28025",3.06654858939004e-150,1.86245894320694,0.97,0.106,6.29961076718396e-146
"AT1G12410",3.08175986731339e-150,1.16542934054102,0.94,0.085,6.3308592954219e-146
"AT1G08980",3.42860164486552e-150,1.28173474952298,0.964,0.097,7.04337635904723e-146
"AT4G11280",3.52657563465479e-150,2.52447486031039,0.85,0.044,7.24464432627133e-146
"AT3G62870",4.20876303233013e-150,1.90481652725842,0.965,0.106,8.64606189731579e-146
"AT3G53890",4.36509250679079e-150,1.27929712196443,0.906,0.068,8.96720953670032e-146
"AT4G38970",6.65755747391916e-150,1.74921340309168,0.999,0.461,1.36766203186721e-145
"AT5G08410",8.8372944176398e-150,0.992015077533107,0.936,0.082,1.81544539221574e-145
"AT1G28140",8.88947148989108e-150,1.1351331473562,0.922,0.076,1.82616412816832e-145
"AT4G33865",1.56327535255588e-149,1.8808927840035,0.979,0.114,3.21143655675554e-145
"AT1G54500",2.08121646436301e-149,1.51502553910287,0.858,0.047,4.27544298274093e-145
"AT5G48540",2.39710773847403e-149,-6.02021418091282,0.446,0.825,4.92437842714719e-145
"AT5G42825",2.40329777744153e-149,1.35291520453882,0.91,0.074,4.93709462419813e-145
"AT4G24570",2.89543148571291e-149,2.41395265215108,0.981,0.173,5.94808490110004e-145
"AT3G58610",3.75125494208927e-149,1.45386302037649,0.915,0.074,7.70620302753398e-145
"AT2G33800",5.21099319039294e-149,1.89617339761008,0.978,0.112,1.07049433110242e-144
"AT4G13200",5.56602553689697e-149,1.79784322399118,0.85,0.044,1.14342862604474e-144
"AT3G52590",6.19749359324277e-149,2.09727221670013,0.986,0.18,1.27315110885986e-144
"AT1G73060",9.5281196557548e-149,1.22243599985635,0.876,0.055,1.95736162088171e-144
"AT1G18730",9.86842444160959e-149,1.1373325561301,0.879,0.057,2.02727043303986e-144
"AT2G43030",1.09951753857684e-148,2.21026248930223,0.982,0.142,2.2587388794984e-144
"AT2G26670",1.14355172577804e-148,1.21052406830947,0.904,0.068,2.34919831026582e-144
"AT5G13410",1.19083692308477e-148,1.62548076574553,0.843,0.04,2.44633629109305e-144
"AT4G27090",1.22098842045764e-148,2.01051577492773,0.987,0.165,2.50827651214612e-144
"AT4G23890",1.27891225838491e-148,1.47859817883166,0.963,0.101,2.62726945240013e-144
"AT4G40030",1.28496901056491e-148,1.8307978490084,0.959,0.101,2.6397118384035e-144
"AT3G60300",1.96443464039733e-148,1.30363821259554,0.959,0.101,4.03553808176824e-144
"AT3G06700",2.03491540094676e-148,1.10691260754673,0.925,0.078,4.18032670816494e-144
"AT1G16810",2.97059527614573e-148,1.24459795157374,0.937,0.089,6.10249387578617e-144
"AT5G20720",3.37051838598009e-148,1.73647445628504,0.971,0.123,6.92405592031891e-144
"AT1G44920",3.91866448555368e-148,1.45980995500801,0.873,0.057,8.05011245267293e-144
"AT3G07390",4.19877909214486e-148,-4.40148897904647,0.836,0.884,8.6255518889932e-144
"AT2G31490",4.5298057158068e-148,1.26423095720499,0.932,0.082,9.30557988198192e-144
"AT3G13120",5.52504795316462e-148,1.90365825727985,0.983,0.129,1.13501060101861e-143
"E1 ALPHA",7.83134302683414e-148,1.30093894719422,0.912,0.076,1.60879279800254e-143
"AT2G36620",9.12465908794362e-148,1.57587057873361,0.885,0.061,1.87447871643626e-143
"AT5G64460",1.03604583338377e-147,1.53997349094315,0.839,0.04,2.12834895552027e-143
"AT1G48830",1.25465315875338e-147,1.61575285695861,0.84,0.04,2.57743398402706e-143
"AT3G10405",1.83926401408676e-147,2.65648555368076,0.776,0.013,3.77840006413843e-143
"AT5G12250",2.04248290317902e-147,1.24491233783482,0.864,0.053,4.19587262800067e-143
"AT3G47860",2.35017082487513e-147,1.57743719637282,0.856,0.051,4.82795592554099e-143
"AT1G57660",2.36099278882867e-147,1.37057551795937,0.898,0.068,4.85018748609073e-143
"AT3G27850",3.01539515598421e-147,1.91726663917855,0.988,0.131,6.19452626893836e-143
"AT3G55800",4.17550636632231e-147,1.47836217244272,0.921,0.08,8.57774272833593e-143
"AT5G06320",4.56803517062412e-147,-3.47250373806671,0.969,0.899,9.38411465101313e-143
"AT3G19580",4.67311914018549e-147,1.58532572944362,0.912,0.082,9.59998864968306e-143
"AT2G23930",4.83149601494353e-147,1.94380538421123,0.81,0.027,9.92534226349849e-143
"AT5G06060",5.17430911730039e-147,3.1940045503239,0.774,0.011,1.06295832196702e-142
"AT1G06460",7.80147816399487e-147,1.10304362474154,0.896,0.068,1.60265765922947e-142
"AT4G13520",9.44118737259417e-147,0.906094631718156,0.893,0.066,1.93950312195202e-142
"AT4G21280",1.22911425621766e-146,1.50017520390905,1,0.564,2.52496941654794e-142
"AT1G79440",1.34002827560756e-146,1.59103138183485,0.85,0.049,2.75282008658061e-142
"AT5G19220",1.42776374522911e-146,1.21101656321805,0.88,0.061,2.93305506182416e-142
"AT4G20150",1.57936721060274e-146,1.25526558410043,0.949,0.095,3.24449406074122e-142
"AT2G05520",1.63701369097917e-146,-3.57393854608547,0.593,0.911,3.36291722537852e-142
"AT5G47930",1.69926451892678e-146,1.58286058478991,0.977,0.116,3.49079910123128e-142
"AT1G04420",2.51959193856812e-146,2.30982153523349,0.797,0.023,5.17599771940049e-142
"AT4G01850",3.63571813893938e-146,1.12212199621212,0.92,0.08,7.46885577282316e-142
"AT1G01170",3.66305901019945e-146,1.73462746962231,0.983,0.121,7.52502212465272e-142
"AT2G42310",5.689285438645e-146,1.36572522973361,0.846,0.047,1.16874990766084e-141
"AT3G63160",5.85263010111668e-146,1.62697667840087,0.999,0.516,1.2023058016724e-141
"AT1G18080",6.45206754896856e-146,1.44302373548419,0.871,0.057,1.32544823658461e-141
"AT2G42210",7.07356254634495e-146,1.06735904887032,0.905,0.076,1.45312195389564e-141
"AT1G70310",7.69828414477331e-146,3.2309717085551,0.776,0.015,1.58145851186078e-141
"AT1G55000",9.95538797825943e-146,1.20936616287905,0.846,0.047,2.04513535237383e-141
"AT3G23390",1.00999939560181e-145,1.1762031067467,0.884,0.063,2.07484175838481e-141
"AT3G15810",1.03581360969023e-145,1.42544247735228,0.925,0.085,2.12787189838663e-141
"AT2G36060",1.46367923113196e-145,1.06978904809291,0.926,0.085,3.00683624451439e-141
"AT3G63410",1.67344526222374e-145,1.85051567166604,0.983,0.131,3.43775860218623e-141
"AT5G51010",1.67900925301417e-145,1.95304804373782,0.885,0.07,3.449188708467e-141
"AT1G74060",1.71614990619381e-145,1.67956773874068,0.819,0.034,3.52548675229394e-141
"AT5G13850",1.97418388766032e-145,1.40390977458918,0.866,0.057,4.05556596042059e-141
"AT3G10020",1.98240583298355e-145,2.27293902562843,0.842,0.051,4.0724563026981e-141
"AT5G13120",2.13659927059068e-145,1.44305530082065,0.846,0.049,4.38921588157444e-141
"AT3G52960",2.64750146554638e-145,1.77705721527983,0.823,0.036,5.43876226067192e-141
"AT1G78020",2.84511097437383e-145,1.67163427227036,0.861,0.055,5.84471147465616e-141
"AT1G48450",3.43437759218082e-145,1.23328030423495,0.923,0.087,7.05524188761705e-141
"AT5G39530",3.86467737684973e-145,3.18494087617148,0.768,0.011,7.93920673526239e-141
"AT4G13850",4.52276982175771e-145,2.28849355708236,0.819,0.036,9.29112604483687e-141
"AT4G29410",4.98563043989064e-145,2.10940961828274,0.821,0.036,1.02419806126673e-140
"AT1G19570",5.29592311750316e-145,2.15163776753724,0.958,0.131,1.08794148602867e-140
"AT2G18110",5.54165073784767e-145,1.1102751382582,0.855,0.051,1.13842131107605e-140
"AT4G37200",5.7371855621606e-145,1.24581279983886,0.845,0.049,1.17859003003465e-140
"AT1G14150",6.62093178376999e-145,2.05207343542815,0.815,0.034,1.36013801633987e-140
"AT5G14260",6.62932944223636e-145,0.992880098807783,0.895,0.072,1.36186314731861e-140
"AT2G44840",6.78260343337305e-145,3.24678044193155,0.806,0.032,1.39335022331783e-140
"AT3G26580",7.19059550441826e-145,1.15582202217939,0.947,0.097,1.47716403447264e-140
"AT1G79790",7.82704565501864e-145,0.845624283874333,0.882,0.063,1.60790998891048e-140
"AT5G66530",8.01062688070454e-145,1.16329405814173,0.837,0.044,1.64562308010313e-140
"AT5G18100",1.44865118761233e-144,1.36248202658157,0.84,0.047,2.97596413471201e-140
"AT4G09800",1.50696492537698e-144,1.28396231512387,0.949,0.097,3.09575804620194e-140
"AT1G19740",1.65575822644157e-144,1.26916440630302,0.871,0.061,3.40142412457891e-140
"AT1G74470",1.6593204754243e-144,2.03472979865842,0.998,0.247,3.40874205266414e-140
"AT1G49140",2.21826170717921e-144,1.37343485512733,0.83,0.04,4.55697502505826e-140
"AT2G27710",2.79389051902937e-144,1.53061915937618,0.88,0.066,5.73948929324203e-140
"AT3G45030",2.83296125741378e-144,1.70921659720734,0.848,0.049,5.81975231110512e-140
"AT4G04330",2.9566410344822e-144,1.90789011633573,0.98,0.123,6.07382767713678e-140
"AT1G09795",3.04305242290109e-144,0.978050146577,0.861,0.057,6.25134259236572e-140
"AT3G11940",3.32938294687933e-144,1.67549456982254,0.982,0.127,6.83955138777422e-140
"AT1G32470",3.44398710387215e-144,1.60901160508927,0.986,0.125,7.07498270748457e-140
"AT3G19030",3.73552034532163e-144,1.29810022917838,0.945,0.106,7.67387944539422e-140
"AT5G47210",4.05332706204559e-144,1.80672854405735,0.792,0.023,8.32674978356026e-140
"AT2G31610",4.23267073238635e-144,2.25557009806454,0.787,0.021,8.69517548554127e-140
"AT5G52840",5.40129591143465e-144,1.19988709145678,0.856,0.053,1.10958821908602e-139
"AT2G18710",6.1847078932372e-144,0.982422842114949,0.852,0.051,1.27052454250772e-139
"AT3G63190",8.20865229567816e-144,1.4192908847297,0.828,0.042,1.68630344110116e-139
"AT5G47435",9.64803653235947e-144,1.68835756671965,0.831,0.042,1.98199614484261e-139
"AT4G09010",1.49784050034992e-143,1.76357103270576,0.981,0.123,3.07701373986885e-139
"AT1G76450",2.16883525980013e-143,0.975954978096215,0.883,0.066,4.45543827420742e-139
"AT5G01920",2.22769893646216e-143,1.59632380191418,0.812,0.034,4.57636192517422e-139
"AT4G33250",2.26063783176012e-143,1.07281382121805,0.923,0.085,4.64402829778482e-139
"AT1G52510",2.4684954324442e-143,1.29213204264798,0.929,0.091,5.07103016687013e-139
"AT1G56300",3.15677296766859e-143,1.33289491297951,0.944,0.097,6.48495870748158e-139
"AT3G49470",3.54561144985064e-143,1.36830050298971,0.834,0.044,7.28374960142817e-139
"AT3G53800",3.81073093863258e-143,1.74037672961541,0.803,0.03,7.8283845672329e-139
"AT5G17920",5.48278007058562e-143,1.04454006029165,0.912,0.08,1.1263275099004e-138
"AT3G07460",8.47380957616877e-143,1.18949704879103,0.887,0.072,1.74077470123235e-138
"AT1G22270",9.62118801922207e-143,2.51306286744701,0.774,0.017,1.97648065478879e-138
"AT3G02570",1.0610933858479e-142,4.29957463494546,0.751,0.006,2.17980414254733e-138
"AT1G09690",1.27290903336714e-142,1.71410458403641,0.978,0.133,2.61493702724611e-138
"AT2G05310",1.39966021774872e-142,1.1381403776583,0.947,0.101,2.87532198532119e-138
"AT1G52300",1.66316728997216e-142,1.4512727114055,0.966,0.114,3.4166445637898e-138
"AT4G34670",2.01235787434817e-142,1.27786449321507,0.851,0.053,4.13398678127345e-138
"AT4G25080",2.63496562450613e-142,1.83034179169001,0.983,0.14,5.41300988242294e-138
"AT3G08920",2.80500861841812e-142,1.26066579293896,0.823,0.04,5.76232920481634e-138
"AT3G12260",3.1535477533165e-142,1.10821824673287,0.84,0.049,6.47833314963809e-138
"AT1G28150",3.97054849267761e-142,1.15045090232941,0.915,0.082,8.15669776850762e-138
"AT4G17730",4.13784602222672e-142,2.27234923856905,0.798,0.03,8.50037708346036e-138
"AT5G41520",4.29771009050113e-142,1.64001577305387,0.982,0.127,8.82878583891646e-138
"AT5G28050",4.37157472032158e-142,2.1522685664857,0.8,0.032,8.98052594795661e-138
"AT1G20580",4.82300839440871e-142,1.34969677049741,0.831,0.044,9.90790614463381e-138
"AT3G10770",5.07888457788154e-142,0.952666372219434,0.828,0.044,1.04335525883421e-137
"AT3G62250",7.83000543330621e-142,1.38975955879968,0.961,0.11,1.60851801616409e-137
"AT5G47570",8.06322997250706e-142,0.886759248306367,0.897,0.074,1.65642933325213e-137
"AT3G61200",8.42279498170276e-142,1.02989303198837,0.879,0.068,1.7302947730912e-137
"AT1G64510",9.07619320943823e-142,1.58227191601886,0.974,0.123,1.8645223710149e-137
"AT5G19540",1.07449062944759e-141,1.37996357685551,0.831,0.047,2.20732610007419e-137
"AT1G10360",1.13188599198022e-141,1.20238626494943,0.817,0.038,2.32523339332497e-137
"AT5G48880",1.15564483769072e-141,3.76784054716269,0.76,0.013,2.37404119006804e-137
"AT1G67350",1.16243740715416e-141,0.774961202206054,0.863,0.059,2.38799516551679e-137
"AT3G09740",1.33451141233838e-141,1.70528103103351,0.798,0.03,2.74148679436673e-137
"AT4G34700",1.36725322918766e-141,1.07464431665793,0.926,0.089,2.80874830872022e-137
"AT5G58420",1.52251494832765e-141,1.94808623690927,0.792,0.027,3.12770245834949e-137
"AT5G38660",1.696872740858e-141,1.18077904903215,0.918,0.093,3.48588567154458e-137
"AT4G02725",1.94047631271723e-141,1.08820819203001,0.917,0.087,3.986320489215e-137
"AT3G07880",1.97415872111153e-141,0.869904645007224,0.843,0.051,4.05551426077941e-137
"AT4G00585",2.31679045034271e-141,1.48755785877142,0.811,0.036,4.75938262213903e-137
"AT5G66090",2.44005453770093e-141,1.79085846339792,0.795,0.03,5.01260403679902e-137
"AT4G35100",2.62220996673666e-141,2.20556613008008,0.801,0.032,5.38680593466712e-137
"AT5G45750",3.10940105815819e-141,1.14889595770023,0.909,0.085,6.38764259377437e-137
"AT2G48070",3.1158694963327e-141,1.04952079218053,0.876,0.068,6.40093070631627e-137
"AT3G62840",3.36053051794375e-141,1.86779449711185,0.796,0.03,6.90353784301184e-137
"AT3G10850",3.40256909660397e-141,1.00338654692727,0.92,0.089,6.98989769515354e-137
"AT1G01100",3.74599421048968e-141,1.70504051183643,0.979,0.135,7.69539590660894e-137
"AT1G32990",5.56294329667395e-141,1.85317154761633,0.979,0.131,1.14279544143573e-136
"AT3G61440",5.71926490201527e-141,1.15759737163798,0.918,0.087,1.174908588821e-136
"AT4G03280",5.72045408983936e-141,1.49499177032716,0.999,0.537,1.1751528836757e-136
"AT1G72370",7.92981204055565e-141,1.59001230851998,0.961,0.123,1.62902128749135e-136
"AT4G32590",7.97923390503039e-141,1.04995959241249,0.921,0.091,1.63917402111039e-136
"AT1G53170",1.02292645239368e-140,2.10509889575441,0.921,0.106,2.10139781115233e-136
"AT3G56490",1.06856685701098e-140,1.26259789031536,0.846,0.053,2.19515689435765e-136
"AT4G34190",1.13430019186596e-140,1.24978771872929,0.949,0.104,2.33019288415025e-136
"AT5G03850",1.18010729391433e-140,1.12043273773516,0.921,0.089,2.4242944138882e-136
"AT1G01820",1.21883948796338e-140,0.9694639276959,0.823,0.042,2.50386196012318e-136
"AT5G67590",1.41428512265429e-140,1.49390272793881,0.814,0.04,2.90536592746871e-136
"AT1G12900",1.45626560039072e-140,2.08638677829328,0.995,0.218,2.99160642288265e-136
"AT4G17560",1.48819328991265e-140,1.20864956827231,0.85,0.057,3.05719547546756e-136
"AT1G13060",1.53822488823581e-140,0.843007288702134,0.891,0.074,3.15997538790282e-136
"AT2G47690",1.65128510328358e-140,1.2670990396145,0.818,0.04,3.39223498767546e-136
"AT4G39200",1.92630695512324e-140,1.97644698050113,0.991,0.201,3.95721237790967e-136
"AT1G01140",2.22958614258714e-140,2.0280624696798,0.818,0.042,4.58023881271676e-136
"AT3G46600",2.30757707670938e-140,1.73984851856604,0.799,0.034,4.74045558868408e-136
"AT1G76080",2.4070132535512e-140,1.27203115945292,0.931,0.095,4.94472732677024e-136
"AT1G34000",2.50066831622327e-140,1.2633071871317,0.962,0.11,5.13712292201746e-136
"AT5G01650",2.57705194367685e-140,0.959041668983212,0.886,0.072,5.29403780789535e-136
"AT1G58290",2.63496579906279e-140,1.74495851008638,0.897,0.085,5.41301024101469e-136
"AT3G10060",2.70618144788999e-140,0.771851690365234,0.858,0.059,5.55930854840042e-136
"AT2G47060",2.95936775019723e-140,1.34796725494291,0.892,0.078,6.07942916923017e-136
"AT5G14970",2.98083997176134e-140,1.36758581701112,0.812,0.04,6.12353955398933e-136
"AT4G00100",3.00159952171284e-140,1.65706776729558,0.982,0.135,6.16618589745469e-136
"AT1G51650",4.02932373572404e-140,0.741337207475791,0.92,0.087,8.27743975029789e-136
"AT3G60245",4.29680510338237e-140,1.70591439079132,0.977,0.133,8.8269267238784e-136
"AT4G16720",4.90257226348666e-140,1.51180870491845,0.944,0.108,1.00713542008806e-135
"AT1G54780",6.1855656351528e-140,1.59465390616049,0.986,0.148,1.27070074842944e-135
"AT5G20290",7.16421297804655e-140,1.80425652974731,0.988,0.163,1.4717442720801e-135
"AT5G28750",8.50501193882426e-140,1.08013778891578,0.86,0.063,1.74718460259267e-135
"AT5G16710",9.16726659146223e-140,1.18230258699837,0.953,0.108,1.88323157588409e-135
"AT5G07020",9.60987977474461e-140,1.59740754604348,0.971,0.125,1.97415760212579e-135
"AT3G63540",9.73960758887115e-140,1.27393387273368,0.969,0.118,2.0008075869818e-135
"AT2G26900",1.43293074907989e-139,1.44480999573638,0.855,0.061,2.94366963783482e-135
"AT4G25370",1.46815428061163e-139,1.10554535254676,0.912,0.087,3.01602933866046e-135
"AT2G05990",1.55027175843057e-139,2.05325354501985,0.784,0.027,3.18472327334392e-135
"AT1G13270",1.63271079665823e-139,1.26835123297826,0.824,0.044,3.354077789575e-135
"AT1G21720",1.67396289195931e-139,1.23869388935689,0.809,0.038,3.43882196895201e-135
"AT1G24050",1.83415376257124e-139,1.26500856821986,0.836,0.051,3.76790207445011e-135
"AT1G07770",1.96265538971111e-139,1.40760292790178,0.974,0.125,4.03188296708353e-135
"AT2G29180",2.18090633377079e-139,2.0569392391585,0.779,0.025,4.48023588146534e-135
"AT5G11070",2.21518561652498e-139,2.45473378101105,0.819,0.047,4.55065581202727e-135
"AT1G75460",2.2155250187577e-139,1.39610956393136,0.81,0.04,4.55135304603395e-135
"AT1G67430",2.22855739855997e-139,1.7673294008265,0.976,0.142,4.57812546386175e-135
