"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"AT4G33540",4.41590962972329e-16,0.752155530548642,0.41,0.373,9.07160315234056e-12,"AT4G33540","Yes"
"AT1G12440",4.42301079196743e-16,-0.126194838368384,0.683,0.803,9.0861910699387e-12,"AT1G12440","No"
"AT1G55610",4.5597225078232e-16,3.91795388775144,0.019,0.002,9.36703794782121e-12,"AT1G55610","Yes"
"AT5G10060",4.62271168354816e-16,-0.71481181864694,0.046,0.089,9.49643661151299e-12,"AT5G10060","Yes"
"AT5G54430",4.67024141725726e-16,0.731255286338261,0.482,0.459,9.5940769434716e-12,"AT5G54430","Yes"
"AT3G60130",4.68729956365785e-16,1.47031069025889,0.319,0.278,9.62911949362231e-12,"AT3G60130","Yes"
"AT3G20660",4.78345330575355e-16,-0.379263261639223,0.084,0.141,9.82664812600951e-12,"AT3G20660","No"
"AT1G16040",4.78614432688499e-16,1.15384046736873,0.164,0.112,9.83217629071985e-12,"AT1G16040","Yes"
"AT3G23780",4.79059638187056e-16,-0.854406564722922,0.03,0.067,9.84132214727668e-12,"AT3G23780","Yes"
"AT1G30860",4.8508917548801e-16,1.58377474455522,0.071,0.034,9.96518693205019e-12,"AT1G30860","Yes"
"AT5G44582",4.86034694517751e-16,1.20215915525516,0.131,0.081,9.98461072947816e-12,"AT5G44582","Yes"
"AT2G19460",4.90380937014995e-16,2.3473187840218,0.032,0.008,1.0073895589099e-11,"AT2G19460","Yes"
"AT3G54540",4.95827034146048e-16,0.850289898596685,0.416,0.384,1.01857747624623e-11,"AT3G54540","Yes"
"AT5G55930",5.12038851715826e-16,1.10365616994243,0.14,0.09,1.05188141307982e-11,"AT5G55930","Yes"
"AT1G69935",5.13034641976771e-16,-0.190006523094999,0.19,0.273,1.05392706501288e-11,"AT1G69935","No"
"AT3G48520",5.24808277302869e-16,0.306599467787637,0.832,0.832,1.07811364406328e-11,"AT3G48520","No"
"AT3G17120",5.28637964493079e-16,-0.854237000000107,0.046,0.09,1.08598097045813e-11,"AT3G17120","Yes"
"AT4G19540",5.38423101974239e-16,-0.355073753407495,0.068,0.119,1.10608257838568e-11,"AT4G19540","No"
"AT1G20190",5.40096525905497e-16,-1.72583025671348,0.008,0.031,1.10952029316766e-11,"AT1G20190","Yes"
"AT1G55680",5.52256357604325e-16,0.72685601532178,0.462,0.436,1.13450023542656e-11,"AT1G55680","Yes"
"AT3G30390",5.5670046517595e-16,0.750194814036908,0.613,0.629,1.14362976561095e-11,"AT3G30390","Yes"
"AT4G12310",5.58540061901263e-16,-1.53699047203809,0.015,0.043,1.14740884916376e-11,"AT4G12310","Yes"
"AT4G26455",5.6030557668438e-16,1.98609895321503,0.07,0.033,1.15103574618272e-11,"AT4G26455","Yes"
"BCDH BETA1",5.68114790701098e-16,-0.200605126464506,0.098,0.158,1.16707821453727e-11,"BCDH BETA1","No"
"AT5G42830",5.72650628831904e-16,2.05632465643941,0.026,0.005,1.17639618680938e-11,"AT5G42830","Yes"
"AT5G19430",5.77234849380778e-16,-0.17256423138219,0.254,0.351,1.18581355108293e-11,"AT5G19430","No"
"AT1G08390",5.78919016980619e-16,-0.567524201475262,0.064,0.114,1.18927333658329e-11,"AT1G08390","Yes"
"AT1G64740",5.79443043576854e-16,0.709565542430961,0.401,0.355,1.19034984441993e-11,"AT1G64740","Yes"
"AT5G65280",5.91141564036933e-16,-0.476996546775759,0.156,0.226,1.21438211500107e-11,"AT5G65280","No"
"AT5G52110",6.00203565411179e-16,-0.644197929275972,0.056,0.103,1.23299818442418e-11,"AT5G52110","Yes"
"AT3G51000",6.18267600879735e-16,0.864265500553554,0.377,0.335,1.27010713248724e-11,"AT3G51000","Yes"
"AT1G26230",6.22521512784173e-16,-1.81922128096045,0.019,0.05,1.27884594371253e-11,"AT1G26230","Yes"
"AT1G54095",6.24874536826634e-16,5.28190380109432,0.015,0,1.28367976100295e-11,"AT1G54095","Yes"
"AT3G26300",6.31926448385952e-16,-1.05111990300564,0.041,0.083,1.29816650291926e-11,"AT3G26300","Yes"
"AT5G49680",6.37167560344205e-16,2.37134629440974,0.033,0.009,1.3089333192151e-11,"AT5G49680","Yes"
"AT2G28150",6.37297346601203e-16,-0.865268867378389,0.036,0.075,1.30919993912285e-11,"AT2G28150","Yes"
"AT2G25250",6.39628245832101e-16,0.656692243906787,0.588,0.589,1.31398830541288e-11,"AT2G25250","Yes"
"AT2G46610",6.47589401930354e-16,1.20511939074149,0.124,0.076,1.33034290838553e-11,"AT2G46610","Yes"
"AT3G55890",6.52882044557637e-16,3.06947667447434,0.02,0.002,1.34121558413475e-11,"AT3G55890","Yes"
"AT2G13440",6.56924941561808e-16,-0.464919594301715,0.048,0.092,1.34952090745042e-11,"AT2G13440","No"
"AT1G77290",6.59277491904549e-16,-0.673311791632601,0.051,0.096,1.35435375161951e-11,"AT1G77290","Yes"
"AT1G68600",7.19437481231204e-16,-0.109957459343143,0.123,0.192,1.47794041769326e-11,"AT1G68600","No"
"AT1G07030",7.25803474225371e-16,0.886791385553028,0.245,0.187,1.49101807710118e-11,"AT1G07030","Yes"
"AT5G22570",7.27616883632088e-16,6.58234086011218,0.014,0,1.4947433640454e-11,"AT5G22570","Yes"
"AT1G63660",7.35654597422794e-16,1.15481759261373,0.134,0.085,1.51125523948565e-11,"AT1G63660","Yes"
"AT4G18140",7.37329461709406e-16,1.23917197326736,0.185,0.13,1.51469591318963e-11,"AT4G18140","Yes"
"AT3G52470",7.39898377470037e-16,0.729150316291031,0.524,0.503,1.5199732368367e-11,"AT3G52470","Yes"
"AT1G79010",7.45663855211858e-16,0.546737464333698,0.638,0.669,1.53181725776172e-11,"AT1G79010","Yes"
"AT3G09300",7.62979767097789e-16,0.848067181103095,0.375,0.333,1.56738933554899e-11,"AT3G09300","Yes"
"AT1G53440",7.72210904722442e-16,-0.29121102293008,0.104,0.165,1.58635286157131e-11,"AT1G53440","No"
"AT2G29390",7.75689569583065e-16,-0.335668229436466,0.11,0.173,1.59349908279449e-11,"AT2G29390","No"
"AT5G11720",7.9654286457281e-16,-0.493328718978738,0.062,0.111,1.63633800669192e-11,"AT5G11720","No"
"AT3G50930",7.98265059158662e-16,-0.27225600060572,0.124,0.189,1.63987591102964e-11,"AT3G50930","No"
"AT4G15080",8.02790995257709e-16,-0.583549601600769,0.032,0.07,1.64917354155791e-11,"AT4G15080","Yes"
"AT5G02380",8.18325373963243e-16,0.246826984125494,0.556,0.541,1.68108581573269e-11,"AT5G02380","No"
"AT1G30000",8.39712251851954e-16,1.18889209242238,0.156,0.103,1.72502087897947e-11,"AT1G30000","Yes"
"AT3G54085",8.42894421176051e-16,1.02539176519096,0.326,0.28,1.73155800942196e-11,"AT3G54085","Yes"
"AT1G71140",8.63172774450843e-16,2.69045542935729,0.032,0.009,1.77321583055437e-11,"AT1G71140","Yes"
"AT2G42600",8.68533219174393e-16,0.896101936823794,0.645,0.655,1.78422779214996e-11,"AT2G42600","Yes"
"AT5G52980",9.00425894507743e-16,0.994856086799434,0.22,0.164,1.84974491508726e-11,"AT5G52980","Yes"
"AT3G61310",9.03679960002995e-16,-1.25895936874288,0.017,0.046,1.85642974183415e-11,"AT3G61310","Yes"
"AT2G38290",9.04319309261706e-16,0.28783009225708,0.758,0.762,1.85774315701632e-11,"AT2G38290","No"
"AT1G61380",9.15031613590101e-16,1.66160059605035,0.123,0.076,1.87974944379814e-11,"AT1G61380","Yes"
"AT3G18980",9.19878016416055e-16,1.51087400660082,0.088,0.047,1.8897054091235e-11,"AT3G18980","Yes"
"AT2G03120",9.21832845936138e-16,1.04340267698951,0.213,0.161,1.89372121540661e-11,"AT2G03120","Yes"
"AT5G09460",9.27302937520503e-16,-1.34297041736959,0.009,0.033,1.90495842454837e-11,"AT5G09460","Yes"
"AT1G22870",9.29990209257068e-16,1.49526103741815,0.1,0.057,1.91047888687679e-11,"AT1G22870","Yes"
"AT3G05360",9.61783169838541e-16,1.56792317435607,0.108,0.063,1.97579116579931e-11,"AT3G05360","Yes"
"AT5G44260",9.99888122507894e-16,-1.81209137725615,0.009,0.033,2.05407017006797e-11,"AT5G44260","Yes"
"AT5G64500",1.01868202765507e-15,0.835058047841733,0.43,0.408,2.09267848941181e-11,"AT5G64500","Yes"
"AT2G38650",1.03142714898324e-15,-1.06256863439989,0.015,0.044,2.11886079215626e-11,"AT2G38650","Yes"
"AT3G01510",1.03509945987596e-15,-0.385918213009522,0.07,0.121,2.12640482042319e-11,"AT3G01510","No"
"AT4G14000",1.04919430739249e-15,-0.358463970942556,0.076,0.13,2.15535986567639e-11,"AT4G14000","No"
"AT1G78590",1.0524514031054e-15,-0.268249091905745,0.152,0.225,2.16205091739943e-11,"AT1G78590","No"
"AT1G49620",1.1409585139126e-15,-0.262079798988058,0.16,0.233,2.34387107513066e-11,"AT1G49620","No"
"AT3G07960",1.15030698924645e-15,-0.739932806500479,0.023,0.056,2.36307564800899e-11,"AT3G07960","Yes"
"AT5G19880",1.15285906860898e-15,6.39057990172211,0.015,0,2.36831838464343e-11,"AT5G19880","Yes"
"AT3G63220",1.17697331973347e-15,1.03610813117392,0.269,0.216,2.41785629072846e-11,"AT3G63220","Yes"
"AT5G58120",1.17774428853392e-15,-0.130017785851679,0.161,0.236,2.41944009193522e-11,"AT5G58120","No"
"AT5G57015",1.18056941124926e-15,-0.198935949576816,0.28,0.378,2.42524374152935e-11,"AT5G57015","No"
"AT1G22200",1.22353489605959e-15,0.813060838365366,0.303,0.253,2.51350773697522e-11,"AT1G22200","Yes"
"AT1G69750",1.2262102708583e-15,0.529304733248501,0.612,0.597,2.51900375942421e-11,"AT1G69750","Yes"
"AT1G66400",1.22896430565529e-15,1.47239940350654,0.049,0.019,2.52466137310767e-11,"AT1G66400","Yes"
"AT2G28190",1.27037112072986e-15,-0.600160417482201,0.195,0.272,2.60972339331535e-11,"AT2G28190","Yes"
"AT1G58190",1.29728172398282e-15,2.90339505939586,0.027,0.006,2.6650058455779e-11,"AT1G58190","Yes"
"AT5G17300",1.30175404650259e-15,2.70971204336881,0.027,0.006,2.67419333773027e-11,"AT5G17300","Yes"
"AT5G37510",1.30961989717075e-15,0.84093993282452,0.399,0.368,2.69035215475786e-11,"AT5G37510","Yes"
"AT4G37090",1.31025946261525e-15,1.10231600507521,0.18,0.128,2.6916660140505e-11,"AT4G37090","Yes"
"AT2G17480",1.32124465803279e-15,-0.803392510790633,0.056,0.102,2.71423290099676e-11,"AT2G17480","Yes"
"AT1G68290",1.3316348447467e-15,1.51942485042657,0.069,0.032,2.73557746156315e-11,"AT1G68290","Yes"
"AT1G16000",1.36410119230312e-15,1.26257090046223,0.176,0.125,2.80227307934831e-11,"AT1G16000","Yes"
"AT1G73760",1.36596179408143e-15,-0.131502213307263,0.13,0.198,2.80609531358147e-11,"AT1G73760","No"
"AT1G80290",1.36782471144331e-15,1.56553360339537,0.081,0.042,2.809922304718e-11,"AT1G80290","Yes"
"AT1G77500",1.3745707450515e-15,0.823830099555878,0.443,0.412,2.8237806815593e-11,"AT1G77500","Yes"
"AT5G59500",1.37950547379264e-15,-0.341121617367583,0.07,0.121,2.83391809481221e-11,"AT5G59500","No"
"AT1G28200",1.38899511406871e-15,0.651162871406933,0.486,0.454,2.85341266283134e-11,"AT1G28200","Yes"
"AT3G27880",1.41174560457552e-15,1.67778999773489,0.082,0.043,2.90014899547948e-11,"AT3G27880","Yes"
"AT5G48490",1.44019904636811e-15,-1.08826271719155,0.028,0.062,2.95860090095401e-11,"AT5G48490","Yes"
"AT1G52710",1.46674934630154e-15,-0.301283021774322,0.116,0.182,3.01314318210724e-11,"AT1G52710","No"
"AT4G35530",1.47858606405692e-15,-0.930156380071328,0.038,0.078,3.03745935139213e-11,"AT4G35530","Yes"
"AT5G49230",1.48364091324739e-15,-0.369925606853293,0.096,0.155,3.04784352808411e-11,"AT5G49230","No"
"AT5G54490",1.49293077967107e-15,-0.162133089130864,0.747,0.857,3.06692770067828e-11,"AT5G54490","No"
"AT3G19190",1.49441355292122e-15,1.33938621221256,0.176,0.124,3.06997376176607e-11,"AT3G19190","Yes"
"AT4G31420",1.49913618579063e-15,0.754554709031237,0.434,0.409,3.07967546646969e-11,"AT4G31420","Yes"
"AT2G40740",1.50472179287803e-15,2.53977596915374,0.047,0.018,3.09114997910934e-11,"AT2G40740","Yes"
"AT1G08620",1.50665864369661e-15,1.25010404006756,0.122,0.076,3.09512885174594e-11,"AT1G08620","Yes"
"AT1G61240",1.52488725778412e-15,-0.690817473730348,0.032,0.069,3.13257589366591e-11,"AT1G61240","Yes"
"AT1G22940",1.52549097141889e-15,-0.627495266577824,0.034,0.071,3.13381610258582e-11,"AT1G22940","Yes"
"AT3G02600",1.5649500441234e-15,-0.132295302246292,0.115,0.178,3.2148768756427e-11,"AT3G02600","No"
"AT2G46150",1.60007530071965e-15,1.55938521268705,0.045,0.016,3.28703469026837e-11,"AT2G46150","Yes"
"AT5G41520",1.62330603589597e-15,0.282001292876397,0.832,0.871,3.3347575895411e-11,"AT5G41520","No"
"AT5G43970",1.7305159573277e-15,-0.131624539919974,0.273,0.371,3.5549989311383e-11,"AT5G43970","No"
"AT3G26310",1.79141186609645e-15,-1.10178774322846,0.016,0.045,3.68009739652194e-11,"AT3G26310","Yes"
"AT3G19790",1.85458645461576e-15,-0.537130584718869,0.078,0.132,3.80987695371716e-11,"AT3G19790","Yes"
"AT3G45260",1.86281387710051e-15,-0.409289739046311,0.045,0.086,3.82677854772758e-11,"AT3G45260","No"
"AT4G39230",1.86530698167405e-15,1.81847686350179,0.047,0.018,3.83190013245299e-11,"AT4G39230","Yes"
"AT2G24490",1.89624502654119e-15,-0.427662376167536,0.195,0.27,3.89545615802357e-11,"AT2G24490","No"
"AT4G04750",1.91738554875832e-15,-1.75092151155661,0.007,0.029,3.93888513281423e-11,"AT4G04750","Yes"
"AT3G51370",1.94571686756613e-15,0.872008594241646,0.412,0.384,3.9970861610411e-11,"AT3G51370","Yes"
"AT4G00940",1.96917302309495e-15,3.62502363300227,0.022,0.004,4.04527214134395e-11,"AT4G00940","Yes"
"AT1G70420",1.97273168560821e-15,-0.186693836717789,0.74,0.853,4.05258270174495e-11,"AT1G70420","No"
"AT1G09850",2.05848412866989e-15,-0.380087031054008,0.089,0.146,4.22874394552656e-11,"AT1G09850","No"
"AT1G14280",2.08430274747185e-15,-0.822808678320349,0.031,0.067,4.28178313413143e-11,"AT1G14280","Yes"
"AT1G68238",2.0865432156718e-15,-1.81692128971929,0.009,0.032,4.28638572795457e-11,"AT1G68238","Yes"
"AT5G54140",2.08913579091868e-15,3.39539956403872,0.024,0.004,4.29171165528424e-11,"AT5G54140","Yes"
"AT1G08190",2.10154289995215e-15,-0.100014644643568,0.122,0.187,4.31719957937171e-11,"AT1G08190","No"
"AT2G27490",2.14895417441519e-15,0.91224472260755,0.261,0.206,4.41459656050113e-11,"AT2G27490","Yes"
"AT5G59580",2.15310556804316e-15,2.1207165802087,0.028,0.007,4.42312476843107e-11,"AT5G59580","Yes"
"AT3G25180",2.16180538835188e-15,1.3814249193884,0.079,0.04,4.44099680929127e-11,"AT3G25180","Yes"
"AT3G10920",2.16726909933462e-15,-0.100419465879418,0.791,0.895,4.45222091076312e-11,"AT3G10920","No"
"AT1G67480",2.23480277231221e-15,-0.417576686636217,0.102,0.162,4.59095533516096e-11,"AT1G67480","No"
"AT3G01210",2.31378825328432e-15,-0.184283311724022,0.188,0.266,4.75321520872197e-11,"AT3G01210","No"
"AT4G28450",2.32679412256888e-15,1.69169249071501,0.074,0.037,4.77993316599325e-11,"AT4G28450","Yes"
"AT4G15010",2.33389721294788e-15,1.28001151616641,0.143,0.095,4.79452504455882e-11,"AT4G15010","Yes"
"AT5G55810",2.35896320007061e-15,-0.495374994820508,0.056,0.103,4.84601810190506e-11,"AT5G55810","No"
"AT3G11780",2.39763880059762e-15,0.661237614199237,0.688,0.728,4.9254693880677e-11,"AT3G11780","Yes"
"AT2G06210",2.39767298657997e-15,-0.390674863617411,0.073,0.124,4.92553961633123e-11,"AT2G06210","No"
"AT1G72890",2.40352736504634e-15,2.27317723796058,0.1,0.059,4.93756626601469e-11,"AT1G72890","Yes"
"AT1G71340",2.41151535852594e-15,-0.173763461863474,0.281,0.378,4.95397600101984e-11,"AT1G71340","No"
"AT3G07010",2.43651511917725e-15,-0.58711489314735,0.07,0.12,5.00533300932582e-11,"AT3G07010","Yes"
"AT2G29490",2.44720963263351e-15,0.652462166848826,0.299,0.233,5.02730274831902e-11,"AT2G29490","Yes"
"AT5G48970",2.45252416032958e-15,0.659806673814014,0.32,0.26,5.03822038256505e-11,"AT5G48970","Yes"
"AT1G01490",2.50226632442876e-15,0.730240190107294,0.522,0.526,5.14040571027399e-11,"AT1G01490","Yes"
"AT1G32950",2.53693622931245e-15,1.84121408699522,0.033,0.009,5.21162809587656e-11,"AT1G32950","Yes"
"AT5G52900",2.55872109789769e-15,1.45184257810185,0.1,0.057,5.25638075141122e-11,"AT5G52900","Yes"
"AT3G02860",2.57379146274732e-15,1.06543416602832,0.232,0.181,5.28733980192181e-11,"AT3G02860","Yes"
"AT4G03210",2.60748537579916e-15,-1.33594688086241,0.009,0.033,5.35655720750421e-11,"AT4G03210","Yes"
"AT5G16970",2.61259052712632e-15,-0.298387587512041,0.935,0.976,5.3670447198756e-11,"AT5G16970","No"
"AT1G80970",2.66531687706162e-15,-1.32197430429849,0.017,0.047,5.47536046054768e-11,"AT1G80970","Yes"
"AT3G05090",2.75257601621727e-15,1.52849357181624,0.136,0.088,5.65461691011513e-11,"AT3G05090","Yes"
"AT1G01470",2.78383446498751e-15,-0.509001736139677,0.912,0.939,5.71883114142384e-11,"AT1G01470","Yes"
"AT4G10860",2.85395632387237e-15,3.16995585122509,0.017,0.001,5.862882476131e-11,"AT4G10860","Yes"
"AT5G49015",2.86925724986587e-15,-0.10627337316244,0.161,0.237,5.89431516839946e-11,"AT5G49015","No"
"AT4G04850",2.89076919367498e-15,-0.884272565812883,0.034,0.072,5.93850715456651e-11,"AT4G04850","Yes"
"AT3G53190",2.90466946517253e-15,-0.824707713085987,0.007,0.028,5.96706248230393e-11,"AT3G53190","Yes"
"AT2G38790",2.91534779940868e-15,-0.389546360395317,0.377,0.465,5.98899898432525e-11,"AT2G38790","No"
"AT5G19500",2.94283865002827e-15,-0.504525615122827,0.06,0.107,6.04547343875307e-11,"AT5G19500","Yes"
"AT1G29990",2.97248711880565e-15,0.812802533941677,0.422,0.394,6.10638028816245e-11,"AT1G29990","Yes"
"AT5G34850",3.01374155107759e-15,0.741370476657221,0.426,0.394,6.19112926837869e-11,"AT5G34850","Yes"
"AT2G18850",3.03085764323406e-15,-0.693367652652995,0.054,0.098,6.22629085649573e-11,"AT2G18850","Yes"
"AT3G44350",3.11725299686503e-15,1.4806327810325,0.092,0.05,6.40377283145983e-11,"AT3G44350","Yes"
"AT1G80260",3.15846654095709e-15,-0.674482062795821,0.032,0.069,6.48843781508816e-11,"AT1G80260","Yes"
"AT1G11580",3.23653240199283e-15,1.57103340646427,0.033,0.009,6.64880851341386e-11,"AT1G11580","Yes"
"AT2G02730",3.24856538441848e-15,1.07794765733726,0.131,0.083,6.67352786921088e-11,"AT2G02730","Yes"
"AT3G22170",3.29493577984849e-15,0.905878675561109,0.271,0.218,6.76878657254275e-11,"AT3G22170","Yes"
"AT3G47430",3.506050618894e-15,-0.179508415612445,0.102,0.162,7.20247978639394e-11,"AT3G47430","No"
"AT4G33440",3.55309980586267e-15,-1.01191083678004,0.028,0.062,7.29913293118369e-11,"AT4G33440","Yes"
"AT3G45040",3.60781783568622e-15,0.767865127608895,0.35,0.3,7.4115401798502e-11,"AT3G45040","Yes"
"AT2G15340",3.63098221443046e-15,3.39866308395367,0.016,0.001,7.4591267631045e-11,"AT2G15340","Yes"
"AT5G50375",3.66307674155765e-15,-0.79026969802156,0.029,0.064,7.52505855018189e-11,"AT5G50375","Yes"
"AT3G56150",3.71179752652904e-15,0.645059912473939,0.495,0.472,7.6251456587486e-11,"AT3G56150","Yes"
"AT1G47056",3.74123881473851e-15,1.35578514021415,0.147,0.099,7.68562689711731e-11,"AT1G47056","Yes"
"AT1G75400",3.76853782725787e-15,1.03207827251987,0.204,0.151,7.74170725853584e-11,"AT1G75400","Yes"
"AT1G69220",3.84656699628918e-15,1.03302655775408,0.231,0.178,7.90200258047686e-11,"AT1G69220","Yes"
"AT5G11530",3.86096224695046e-15,1.31735218233906,0.086,0.046,7.93157474391034e-11,"AT5G11530","Yes"
"AT4G12040",3.88212852424115e-15,-0.246339268912164,0.923,0.973,7.97505662734858e-11,"AT4G12040","No"
"AT2G39780",3.89612315270433e-15,0.969086610237861,0.33,0.285,8.00380579260051e-11,"AT2G39780","Yes"
"AT1G14360",4.01524266397515e-15,2.13728839681484,0.046,0.017,8.24851300460414e-11,"AT1G14360","Yes"
"AT5G17620",4.02960562669508e-15,-0.453474022900369,0.069,0.118,8.2780188389197e-11,"AT5G17620","No"
"AT5G16800",4.06345604940572e-15,0.618476457246494,0.463,0.433,8.34755776229417e-11,"AT5G16800","Yes"
"AT1G47750",4.08472938347605e-15,1.16157591704037,0.155,0.104,8.39125957247486e-11,"AT1G47750","Yes"
"AT3G57180",4.08497938866682e-15,-0.683024907439405,0.042,0.082,8.39177315813825e-11,"AT3G57180","Yes"
"AT1G59960",4.10723799049483e-15,1.45788051129272,0.097,0.055,8.43749900387352e-11,"AT1G59960","Yes"
"AT2G26110",4.12968389616973e-15,-0.638779240496012,0.034,0.071,8.48360962790149e-11,"AT2G26110","Yes"
"AT5G15470",4.24612227206933e-15,1.36759342303566,0.089,0.049,8.72280898351202e-11,"AT5G15470","Yes"
"AT3G05050",4.26053500000284e-15,1.51224576958253,0.084,0.045,8.75241705050584e-11,"AT3G05050","Yes"
"AT4G33030",4.30134420326274e-15,-0.250431378503772,0.172,0.248,8.83625139676265e-11,"AT4G33030","No"
"AT5G04240",4.35350825636979e-15,1.26289053319543,0.143,0.094,8.94341201106046e-11,"AT5G04240","Yes"
"AT1G53650",4.44637433020981e-15,-0.685038251789457,0.029,0.065,9.13418678655002e-11,"AT1G53650","Yes"
"AT5G50460",4.46438384919821e-15,0.944484233723166,0.575,0.608,9.17118374140788e-11,"AT5G50460","Yes"
"AT5G08010",4.4985198117073e-15,-1.623788839114,0.013,0.039,9.24130924919031e-11,"AT5G08010","Yes"
"AT2G31955",4.57879456873402e-15,1.34324477885138,0.159,0.11,9.4062176825503e-11,"AT2G31955","Yes"
"AT3G44830",4.64058952074097e-15,4.59642468259281,0.016,0.001,9.53316305245817e-11,"AT3G44830","Yes"
"AT4G13980",4.64841379304966e-15,1.17212973725272,0.167,0.117,9.54923645506192e-11,"AT4G13980","Yes"
"AT1G13860",4.9805435660882e-15,-1.61385375230694,0.01,0.035,1.0231530647815e-10,"AT1G13860","Yes"
"AT1G62045",5.08668855042764e-15,0.957692416620774,0.159,0.105,1.04495842891435e-10,"AT1G62045","Yes"
"AT4G36760",5.16458218006976e-15,0.81369218014192,0.414,0.385,1.06096011725173e-10,"AT4G36760","Yes"
"AT5G36890",5.26276412612099e-15,-0.152913377764684,0.12,0.183,1.08112963442903e-10,"AT5G36890","No"
"AT1G19020",5.3213312066713e-15,0.148475523581507,0.988,0.994,1.09316106978649e-10,"AT1G19020","No"
"AT5G18640",5.3714427535618e-15,-0.133378575421946,0.246,0.337,1.1034554848642e-10,"AT5G18640","No"
"AT4G03205",5.54436853685733e-15,-0.805355052026982,0.025,0.058,1.1389796285266e-10,"AT4G03205","Yes"
"AT2G23820",5.54673340685798e-15,-0.185286076451873,0.147,0.216,1.13946544377083e-10,"AT2G23820","No"
"AT4G32770",5.55042699975445e-15,1.33594970505962,0.133,0.086,1.14022421855956e-10,"AT4G32770","Yes"
"AT4G15280",5.55252073849416e-15,2.54746332065613,0.026,0.005,1.14065433530885e-10,"AT4G15280","Yes"
"AT2G33845",5.55717420045466e-15,1.79323634040516,0.094,0.054,1.1416102959994e-10,"AT2G33845","Yes"
"AT2G15480",5.59145404577346e-15,0.365802909595586,0.668,0.645,1.14865240462324e-10,"AT2G15480","No"
"AT4G33060",5.60991616669017e-15,-0.186081323664156,0.139,0.206,1.15244507812316e-10,"AT4G33060","No"
"AT3G44380",5.64792941587065e-15,-0.948118495424293,0.028,0.062,1.16025413990231e-10,"AT3G44380","Yes"
"AT1G12290",5.68019636776492e-15,1.70910562774672,0.056,0.024,1.16688273982995e-10,"AT1G12290","Yes"
"AT1G25540",5.70002182747121e-15,1.28596637914403,0.141,0.093,1.17095548401741e-10,"AT1G25540","Yes"
"AT5G10560",5.81472721867168e-15,-0.24788538012518,0.052,0.096,1.19451941253172e-10,"AT5G10560","No"
"AT5G48240",5.84402518109945e-15,0.998905077004639,0.21,0.158,1.20053809295326e-10,"AT5G48240","Yes"
"AT2G24570",6.03256059385828e-15,0.928822155046114,0.122,0.075,1.23926892279631e-10,"AT2G24570","Yes"
"AT2G35155",6.13424930145181e-15,-1.46085694963438,0.012,0.038,1.26015883399724e-10,"AT2G35155","Yes"
"AT2G30520",6.20597244636787e-15,1.15628087536006,0.27,0.221,1.27489291965735e-10,"AT2G30520","Yes"
"AT1G26761",6.22655774699096e-15,-0.984888208346153,0.033,0.07,1.27912175796435e-10,"AT1G26761","Yes"
"AT5G17410",6.24428310082148e-15,-0.937960874062405,0.024,0.056,1.28276307740176e-10,"AT5G17410","Yes"
"AT3G02350",6.37995688350048e-15,-0.378872916529187,0.06,0.106,1.3106345425775e-10,"AT3G02350","No"
"ATCG01120",6.54053544819976e-15,-0.190927156909876,0.129,0.195,1.34362219712368e-10,"ATCG01120","No"
"AT1G62600",6.67712043953215e-15,1.00864200156692,0.3,0.256,1.37168085189309e-10,"AT1G62600","Yes"
"AT1G33720",6.73072416230839e-15,2.60662599349405,0.035,0.011,1.38269266466301e-10,"AT1G33720","Yes"
"AT4G22200",6.75897052605782e-15,-0.748205215337642,0.029,0.064,1.38849531516806e-10,"AT4G22200","Yes"
"AT5G16750",6.82931449508433e-15,1.65987598956451,0.07,0.035,1.40294607672517e-10,"AT5G16750","Yes"
"AT2G42975",6.93887877225909e-15,-0.218818780811342,0.068,0.117,1.42545386618519e-10,"AT2G42975","No"
"AT1G21920",7.02290554622571e-15,-0.39225982860672,0.062,0.109,1.44271548636115e-10,"AT1G21920","No"
"AT4G00370",7.10473676965544e-15,-0.529238119279896,0.069,0.118,1.45952607459032e-10,"AT4G00370","Yes"
"AT1G73177",7.25789647875243e-15,-0.700063582967677,0.032,0.068,1.49098967363011e-10,"AT1G73177","Yes"
"AT5G19620",7.29310651626883e-15,-0.420537851183016,0.039,0.078,1.49822287163711e-10,"AT5G19620","No"
"AT3G27170",7.3101623041462e-15,2.33448862283792,0.033,0.009,1.50172664214075e-10,"AT3G27170","Yes"
"AT3G25890",7.33001245689602e-15,2.66597304829152,0.039,0.014,1.50580445902015e-10,"AT3G25890","Yes"
"AT1G62510",7.33867101884411e-15,-0.427686537898681,0.01,0.035,1.50758318740114e-10,"AT1G62510","No"
"AT1G07810",7.56839811723527e-15,1.47187442989753,0.149,0.101,1.55477602522364e-10,"AT1G07810","Yes"
"AT2G02400",7.67371825874645e-15,-0.722700194323248,0.042,0.082,1.57641194189428e-10,"AT2G02400","Yes"
"AT5G59560",7.70181706103049e-15,-0.275243688081642,0.125,0.19,1.58218427884749e-10,"AT5G59560","No"
"AT1G53760",7.8322993189276e-15,0.875284194818408,0.261,0.208,1.6089892490873e-10,"AT1G53760","Yes"
"AT3G13090",7.84794476423249e-15,2.87638123796712,0.021,0.003,1.61220329291628e-10,"AT3G13090","Yes"
