"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"AT2G22670",3.05127214403941e-250,-1.12248960226873,0.366,0.72,6.26822836550017e-246,"AT2G22670","Yes"
"AT5G13330",7.78526366399837e-250,4.04481595543717,0.276,0.024,1.59932671449519e-245,"AT5G13330","Yes"
"AT4G23400",1.32635828255897e-249,-1.60765682111849,0.218,0.565,2.7247378198609e-245,"AT4G23400","Yes"
"AT3G13750",1.5258673435575e-249,-1.5746358498816,0.224,0.574,3.13458928387017e-245,"AT3G13750","Yes"
"AT1G75350",9.87577987511997e-249,-0.915073329441601,0.537,0.837,2.0287814597459e-244,"AT1G75350","Yes"
"AT4G04340",1.20929093565375e-248,-1.36655605344133,0.247,0.608,2.48424636911349e-244,"AT4G04340","Yes"
"AT1G78630",1.44956443904415e-248,-0.871482390785524,0.65,0.893,2.9778402271284e-244,"AT1G78630","Yes"
"AT5G60950",5.81791738915433e-248,3.63504224160392,0.322,0.053,1.19517476925397e-243,"AT5G60950","Yes"
"AT1G15820",7.66187953062273e-248,-0.915055730088751,0.906,0.974,1.57397991197583e-243,"AT1G15820","Yes"
"AT1G50732",1.41238084382534e-247,-1.52121251925128,0.216,0.562,2.9014539674704e-243,"AT1G50732","Yes"
"AT4G21850",9.38169921535173e-247,5.55094597692973,0.245,0.011,1.92728246980971e-242,"AT4G21850","Yes"
"AT2G47060",2.81513295586058e-246,-0.956744380670543,0.466,0.81,5.78312763122439e-242,"AT2G47060","Yes"
"AT3G21690",4.04450612981607e-246,3.44584029172492,0.35,0.075,8.30862894248116e-242,"AT3G21690","Yes"
"AT5G53120",5.66986908358193e-246,3.85723638151118,0.316,0.051,1.16476120584023e-241,"AT5G53120","Yes"
"AT5G60800",6.26509356541078e-246,3.23233834360419,0.458,0.169,1.28703817114234e-241,"AT5G60800","Yes"
"AT5G48180",9.10947264821037e-246,1.44495708225152,0.739,0.497,1.87135896612186e-241,"AT5G48180","Yes"
"AT5G21090",9.38081853029307e-246,1.5564648605479,0.853,0.801,1.92710155067811e-241,"AT5G21090","Yes"
"AT1G22400",1.16054359786376e-245,1.24918135391345,0.88,0.701,2.38410471309152e-241,"AT1G22400","Yes"
"AT5G17380",1.4331185495168e-245,2.57120291396317,0.61,0.363,2.94405543627237e-241,"AT5G17380","Yes"
"AT5G58430",5.30617350068092e-245,-0.887509413710843,0.731,0.919,1.09004722224488e-240,"AT5G58430","Yes"
"AT1G16890",1.04964439667149e-244,1.36165906980608,0.837,0.8,2.15628448408224e-240,"AT1G16890","Yes"
"AT5G20020",1.17921274550537e-244,1.13043073462294,0.91,0.892,2.42245674309168e-240,"AT5G20020","Yes"
"AT3G27690",4.06660384083262e-244,-0.919174990482416,0.324,0.708,8.35402427022245e-240,"AT3G27690","Yes"
"AT1G67090",2.27321394083374e-243,-0.792699868598761,0.997,1,4.66986339865476e-239,"AT1G67090","Yes"
"AT1G42970",5.24532754324786e-243,-0.824286214219315,0.723,0.922,1.07754763720941e-238,"AT1G42970","Yes"
"AT4G08470",1.4426667127004e-242,2.85011160136791,0.421,0.134,2.96367022790043e-238,"AT4G08470","Yes"
"AT1G32210",3.08420424018981e-242,1.82892288996633,0.753,0.636,6.33588077062192e-238,"AT1G32210","Yes"
"AT2G45220",1.34696261202843e-241,5.07565205793841,0.269,0.025,2.76706529388999e-237,"AT2G45220","Yes"
"AT1G20620",1.2760526048713e-240,-0.999770692374218,0.681,0.906,2.62139486618712e-236,"AT1G20620","Yes"
"AT1G35230",2.79733444530682e-240,4.32328184455695,0.279,0.031,5.74656415099381e-236,"AT1G35230","Yes"
"AT5G10380",9.07946363952606e-240,3.60357534844002,0.493,0.219,1.86519421546784e-235,"AT5G10380","Yes"
"AT3G56880",2.22143804049095e-239,-1.29305458086712,0.433,0.756,4.56350016658056e-235,"AT3G56880","Yes"
"AT1G78850",3.67739744198446e-239,-1.57115806409452,0.266,0.608,7.55447756506867e-235,"AT1G78850","Yes"
"AT4G26060",6.73856037553102e-239,2.93146232948324,0.401,0.119,1.38430245794534e-234,"AT4G26060","Yes"
"AT1G73655",2.58305128172667e-238,-0.895967541258574,0.577,0.853,5.30636224805109e-234,"AT1G73655","Yes"
"AT2G18690",2.8110342678026e-238,1.97170704411575,0.647,0.378,5.77470769634688e-234,"AT2G18690","Yes"
"AT5G23240",6.66953863818411e-238,-1.18272087662349,0.299,0.645,1.37012332244216e-233,"AT5G23240","Yes"
"AT1G74970",2.95147706464838e-237,-0.832101065461675,0.645,0.885,6.06321933390717e-233,"AT1G74970","Yes"
"AT4G01310",2.98605000893137e-237,-0.921486330989369,0.524,0.83,6.13424253334771e-233,"AT4G01310","Yes"
"AT1G79440",8.9904643355412e-237,-1.19556797405,0.305,0.664,1.84691108845023e-232,"AT1G79440","Yes"
"AT3G55980",9.36352899922642e-237,-0.930462534626608,0.731,0.922,1.92354976231108e-232,"AT3G55980","Yes"
"AT4G15610",1.86751283300783e-236,1.70227397617273,0.576,0.266,3.83643161284799e-232,"AT4G15610","Yes"
"AT5G38900",6.68903689279968e-236,4.08933977470009,0.276,0.031,1.37412884888784e-231,"AT5G38900","Yes"
"AT1G54780",8.96305031800528e-235,-0.858188724501595,0.614,0.867,1.84127942682782e-230,"AT1G54780","Yes"
"AT2G25450",1.17222934891172e-234,1.60211737767083,0.799,0.609,2.40811075146935e-230,"AT2G25450","Yes"
"AT4G28750",1.98835323015292e-234,-0.677356843703574,0.987,0.998,4.08467404070314e-230,"AT4G28750","Yes"
"AT3G17410",2.83232203140432e-234,1.73391779558155,0.733,0.577,5.8184391491139e-230,"AT3G17410","Yes"
"AT5G16880",4.87549676964236e-233,1.789429141951,0.714,0.575,1.00157330138763e-228,"AT5G16880","Yes"
"AT3G02730",4.95371325021238e-233,-0.836495272836506,0.615,0.866,1.01764131299113e-228,"AT3G02730","Yes"
"AT4G27280",5.06099356902943e-233,-1.22414734372682,0.536,0.814,1.03967990888572e-228,"AT4G27280","Yes"
"AT4G04640",6.51639791778321e-233,-0.878290912240399,0.586,0.867,1.3386636242502e-228,"AT4G04640","Yes"
"AT4G34120",1.5684474776462e-232,1.28802378089015,0.868,0.84,3.22206165332859e-228,"AT4G34120","Yes"
"AT1G09340",1.81842225577134e-232,-0.908415519846826,0.6,0.857,3.73558484003106e-228,"AT1G09340","Yes"
"AT3G08580",2.6444554040034e-232,1.04065034444957,0.874,0.886,5.43250473644418e-228,"AT3G08580","Yes"
"AT5G14910",4.07194731498538e-232,-0.868320245344149,0.531,0.829,8.36500136917446e-228,"AT5G14910","Yes"
"AT5G14740",4.25986213880733e-232,-0.76443015973482,0.816,0.959,8.75103479175189e-228,"AT5G14740","Yes"
"AT1G64680",4.56004738085063e-232,-0.982061464315056,0.45,0.777,9.36770533448145e-228,"AT1G64680","Yes"
"AT4G23180",5.30051366655331e-232,-1.38777883228915,0.266,0.614,1.08888452252005e-227,"AT4G23180","Yes"
"AT1G27970",5.66316414601815e-232,1.5699231523684,0.791,0.688,1.16338381051651e-227,"AT1G27970","Yes"
"AT2G43030",1.38105085365636e-231,-0.923309035132158,0.542,0.832,2.83709276866627e-227,"AT2G43030","Yes"
"AT1G74710",1.9840702726534e-231,5.28122700561354,0.252,0.021,4.07587556111188e-227,"AT1G74710","Yes"
"AT5G54600",7.81014442026908e-231,-0.789230551129982,0.684,0.904,1.60443796825588e-226,"AT5G54600","Yes"
"AT2G17880",1.40880482667581e-230,-1.28270408232318,0.3,0.646,2.89410775544012e-226,"AT2G17880","Yes"
"AT2G34420",1.9023658563762e-230,-0.944657873809985,0.974,0.996,3.90803017875362e-226,"AT2G34420","Yes"
"AT2G20890",8.97293566009189e-230,-0.984264779703738,0.482,0.781,1.84331017265268e-225,"AT2G20890","Yes"
"AT3G26740",1.10930046256853e-229,-0.988793825225501,0.735,0.9,2.27883594025453e-225,"AT3G26740","Yes"
"AT4G21840",1.35240719806954e-229,7.75312132762629,0.21,0.001,2.77825010699426e-225,"AT4G21840","Yes"
"AT3G51510",4.05227669268434e-229,-0.910883594462972,0.504,0.815,8.32459200978145e-225,"AT3G51510","Yes"
"AT1G14150",6.54732727476288e-229,-1.33072805926186,0.244,0.581,1.34501744205454e-224,"AT1G14150","Yes"
"AT4G14890",1.42370368033747e-228,-1.3246691829363,0.275,0.605,2.92471447051726e-224,"AT4G14890","Yes"
"AT2G44920",2.07661385275819e-228,-0.968227193121101,0.406,0.75,4.26598783772114e-224,"AT2G44920","Yes"
"AT3G54210",5.60367511020705e-228,-0.763859425384699,0.722,0.917,1.15116297788983e-223,"AT3G54210","Yes"
"AT2G35810",2.52554762831818e-227,2.98897997095517,0.418,0.147,5.18823249285403e-223,"AT2G35810","Yes"
"AT2G20820",3.67334014052138e-227,1.33681358268759,0.851,0.813,7.54614265067306e-223,"AT2G20820","Yes"
"AT3G57260",7.22741754178505e-227,4.11532667348815,0.257,0.024,1.4847283856089e-222,"AT3G57260","Yes"
"AT1G52230",1.57459251477753e-226,-0.961692926372143,0.742,0.914,3.23468540310748e-222,"AT1G52230","Yes"
"AT2G29400",4.90013305220161e-226,1.82230568196501,0.716,0.611,1.00663433291378e-221,"AT2G29400","Yes"
"AT5G24655",3.43023913940354e-225,3.66375284390128,0.296,0.047,7.0467402640767e-221,"AT5G24655","Yes"
"AT1G50900",1.42700512350244e-224,-1.24094470608662,0.311,0.638,2.93149662521106e-220,"AT1G50900","Yes"
"AT3G53460",2.14465905425855e-224,-0.801619177877962,0.534,0.844,4.40577309516334e-220,"AT3G53460","Yes"
"AT5G17460",6.88447468292179e-224,-1.53006507608,0.348,0.661,1.41427763411262e-219,"AT5G17460","Yes"
"AT4G23885",1.28988244340091e-223,3.23125922067541,0.405,0.137,2.6498055034785e-219,"AT4G23885","Yes"
"AT5G22270",1.8847171935429e-223,4.44862109964479,0.242,0.018,3.87177453069518e-219,"AT5G22270","Yes"
"AT5G24314",5.71997771384812e-223,-0.949895682631178,0.461,0.774,1.17505502175582e-218,"AT5G24314","Yes"
"AT4G20360",6.77757144650383e-223,-0.893908308744242,0.488,0.795,1.39231650225528e-218,"AT4G20360","Yes"
"AT4G03280",2.07389470795923e-222,-0.651133393244918,0.921,0.98,4.26040189856066e-218,"AT4G03280","Yes"
"AT3G47470",2.30230356004146e-222,-0.735700704656858,0.984,0.998,4.72962220339317e-218,"AT3G47470","Yes"
"AT2G05070",3.09348753306059e-222,-0.836471215514697,0.63,0.892,6.35495143916636e-218,"AT2G05070","Yes"
"AT1G66580",3.82228007763837e-222,0.795789256158748,0.995,0.994,7.85210996349251e-218,"AT1G66580","Yes"
"AT1G14870",4.58040185707035e-222,2.2933285545189,0.465,0.18,9.40951953497961e-218,"AT1G14870","Yes"
"AT2G46650",1.66559707399883e-221,1.44846448113773,0.395,0.105,3.42163606911579e-217,"AT2G46650","Yes"
"AT1G70760",5.21253497606182e-221,-0.979278105040164,0.52,0.793,1.07081106013238e-216,"AT1G70760","Yes"
"AT5G51970",2.1167253398921e-220,-1.20764177778546,0.315,0.647,4.34838886574035e-216,"AT5G51970","Yes"
"AT1G21770",2.30157493386259e-220,1.38926004243219,0.839,0.803,4.72812538663393e-216,"AT1G21770","Yes"
"AT1G78210",9.78925163918197e-220,2.55252728042993,0.439,0.162,2.01100596423715e-215,"AT1G78210","Yes"
"AT2G39050",1.14552039769073e-219,2.36184763092488,0.483,0.212,2.35324255297607e-215,"AT2G39050","Yes"
"AT2G35980",1.2512525477216e-219,2.20916945681253,0.398,0.116,2.57044810878448e-215,"AT2G35980","Yes"
"AT3G18050",1.59379752547537e-219,-1.36696108130302,0.204,0.536,3.27413825658404e-215,"AT3G18050","Yes"
"AT1G33110",3.35844758095334e-219,2.63587972508141,0.515,0.255,6.89925886555245e-215,"AT1G33110","Yes"
"AT1G35680",4.0596658454281e-219,-0.812081275743133,0.593,0.868,8.33977154626295e-215,"AT1G35680","Yes"
"AT1G03130",5.53652901885285e-219,-1.03782823709811,0.611,0.852,1.13736915634294e-214,"AT1G03130","Yes"
"AT3G47480",5.8964520642837e-219,3.29839323089112,0.309,0.058,1.2113081475658e-214,"AT3G47480","Yes"
"AT3G21305",1.24465120007846e-218,4.32943852288969,0.269,0.035,2.55688696032119e-214,"AT3G21305","Yes"
"AT4G04610",3.53047951825209e-218,1.68332315787094,0.782,0.602,7.25266407434526e-214,"AT4G04610","Yes"
"AT5G44070",4.57418936900592e-218,-0.827532577115381,0.697,0.913,9.39675722074887e-214,"AT5G44070","Yes"
"AT1G14320",1.8126984686779e-217,1.00256848401328,0.866,0.862,3.72382646420501e-213,"AT1G14320","Yes"
"AT1G19770",4.39264999452558e-217,-1.02363799663433,0.567,0.853,9.02382088375389e-213,"AT1G19770","Yes"
"AT1G71500",1.22585666376074e-216,-0.750333220955138,0.668,0.899,2.51827734436369e-212,"AT1G71500","Yes"
"AT1G52200",1.62449208568706e-216,1.56983328439189,0.813,0.607,3.33719409162692e-212,"AT1G52200","Yes"
"AT3G01540",1.63962641925378e-216,1.24124115187493,0.801,0.74,3.36828455307304e-212,"AT3G01540","Yes"
"AT3G13610",1.85786324149009e-216,11.7263757183083,0.196,0,3.81660845699309e-212,"AT3G13610","Yes"
"AT5G66650",3.58551588225251e-216,-1.2243729667924,0.374,0.698,7.36572527691133e-212,"AT5G66650","Yes"
"AT3G60450",5.880828639604e-216,2.26439149316644,0.575,0.322,1.20809862743385e-211,"AT3G60450","Yes"
"AT4G12800",2.47474467227605e-215,-0.650999399550945,0.956,0.99,5.08386798025669e-211,"AT4G12800","Yes"
"AT5G53490",2.72647664999965e-215,-1.0620059500562,0.324,0.667,5.60100098209429e-211,"AT5G53490","Yes"
"AT4G32260",8.73409119448395e-215,-0.648851042051974,0.829,0.954,1.79424435408284e-210,"AT4G32260","Yes"
"AT3G44720",1.79872891619128e-214,1.37717860655216,0.864,0.822,3.69512881253175e-210,"AT3G44720","Yes"
"AT2G33800",2.28515265441552e-214,-0.858895934527927,0.525,0.825,4.6943890979658e-210,"AT2G33800","Yes"
"AT3G27830",1.70042822164354e-213,-1.01753566259069,0.433,0.737,3.49318969572232e-209,"AT3G27830","Yes"
"AT5G61210",2.07888988782331e-213,1.08653658849814,0.894,0.873,4.27066349655543e-209,"AT5G61210","Yes"
"AT1G07320",2.29585835767855e-213,-0.86746806617491,0.528,0.811,4.71638182417904e-209,"AT1G07320","Yes"
"AT4G09010",2.74462729006743e-213,-0.852638422022215,0.544,0.83,5.63828784198552e-209,"AT4G09010","Yes"
"AT3G27160",3.78975314869735e-213,-0.865942905815079,0.607,0.846,7.78528989336897e-209,"AT3G27160","Yes"
"AT4G17090",9.08183387753978e-213,-1.00607133255545,0.517,0.823,1.865681133463e-208,"AT4G17090","Yes"
"AT2G25080",2.23431920204588e-212,-0.826764540305831,0.589,0.844,4.58996193676284e-208,"AT2G25080","Yes"
"AT3G22890",2.75635396353519e-212,1.15450949813115,0.854,0.797,5.66237794729035e-208,"AT3G22890","Yes"
"AT2G29310",3.46580231733928e-212,-1.46937475140288,0.178,0.496,7.11979770051008e-208,"AT2G29310","Yes"
"AT5G30510",1.91395029716017e-210,-0.776921746014658,0.656,0.891,3.93182809545614e-206,"AT5G30510","Yes"
"AT3G22960",7.99963358589881e-210,-0.912285145353959,0.393,0.728,1.64336472755119e-205,"AT3G22960","Yes"
"AT2G31570",3.11384081590139e-209,2.3671942399016,0.539,0.292,6.39676318810623e-205,"AT2G31570","Yes"
"AT1G21240",3.85214667700476e-209,5.71933340377792,0.209,0.008,7.91346491857088e-205,"AT1G21240","Yes"
"AT1G43910",4.63891076771024e-209,6.03249094782121,0.197,0.003,9.52971439010715e-205,"AT1G43910","Yes"
"AT3G63380",4.8180406678503e-209,2.3281233236161,0.401,0.128,9.89770094396488e-205,"AT3G63380","Yes"
"AT1G68010",4.90466246940187e-209,-0.673827873967502,0.764,0.933,1.00756481108923e-204,"AT1G68010","Yes"
"AT1G68520",2.88076562112747e-208,-1.52760744840036,0.209,0.519,5.91795681548216e-204,"AT1G68520","Yes"
"AT5G24210",6.86812766304584e-208,3.32077227434485,0.429,0.17,1.41091946581951e-203,"AT5G24210","Yes"
"AT1G02920",8.49524166205084e-208,2.89738383368984,0.343,0.087,1.7451774946351e-203,"AT1G02920","Yes"
"AT5G42790",4.02906946841973e-207,1.63235526776264,0.745,0.646,8.27691740897464e-203,"AT5G42790","Yes"
"AT3G29575",4.59587710167424e-207,2.36791488629432,0.501,0.25,9.44131032996938e-203,"AT3G29575","Yes"
"AT5G50950",3.82487195918158e-206,-0.93661300047902,0.413,0.74,7.85743446574672e-202,"AT5G50950","Yes"
"AT2G32090",5.76446027402491e-206,-1.13066310196368,0.332,0.661,1.18419307409294e-201,"AT2G32090","Yes"
"AT3G12630",1.12792313321844e-205,1.06170586054295,0.86,0.838,2.31709249257064e-201,"AT3G12630","Yes"
"AT1G61890",1.70624483002307e-205,-0.94934955298016,0.66,0.89,3.5051387543164e-201,"AT1G61890","Yes"
"AT3G63490",2.36863203574251e-205,-0.734613204661532,0.707,0.903,4.86588079102583e-201,"AT3G63490","Yes"
"AT2G37760",3.16490193466932e-205,2.30929041165785,0.455,0.19,6.50165804439119e-201,"AT2G37760","Yes"
"AT1G68590",1.08987196147241e-204,-1.03964355723941,0.337,0.665,2.23892397045276e-200,"AT1G68590","Yes"
"AT2G05310",1.15034342082557e-204,-0.809943534909924,0.523,0.81,2.36315048940197e-200,"AT2G05310","Yes"
"AT4G16410",4.02070889543364e-204,-1.03051563764562,0.361,0.678,8.25974228388934e-200,"AT4G16410","Yes"
"AT2G47190",1.8413525461549e-203,2.69698991545021,0.335,0.083,3.78269053556602e-199,"AT2G47190","Yes"
"AT3G04550",2.00935206360838e-203,-1.3558138376688,0.208,0.522,4.1278119442707e-199,"AT3G04550","Yes"
"AT3G21080",4.45030298323687e-203,5.15766177258604,0.216,0.014,9.1422574184635e-199,"AT3G21080","Yes"
"AT4G39710",2.35702466135947e-202,-1.04779590459515,0.372,0.687,4.84203576183075e-198,"AT4G39710","Yes"
"AT3G50820",2.40748893807138e-202,-0.885687637628139,0.444,0.76,4.94570452548004e-198,"AT3G50820","Yes"
"AT3G12780",2.64489419156661e-202,-0.766614086369763,0.812,0.938,5.43340613773528e-198,"AT3G12780","Yes"
"AT5G42900",5.13045817550616e-202,-0.921562215305353,0.428,0.752,1.05395002299423e-197,"AT5G42900","Yes"
"AT2G33450",6.6983848207205e-202,-0.790656140362762,0.611,0.853,1.37604919372061e-197,"AT2G33450","Yes"
"AT2G24090",1.1320140867951e-201,-0.762681009919174,0.649,0.885,2.32549653850317e-197,"AT2G24090","Yes"
"AT2G38870",1.44884923643985e-201,-1.00758151484393,0.743,0.966,2.97637098641838e-197,"AT2G38870","Yes"
"AT3G55470",3.96302569958101e-201,1.71517046479472,0.528,0.254,8.14124369464927e-197,"AT3G55470","Yes"
"AT5G07010",4.34637624651179e-201,4.53744325267504,0.235,0.023,8.92876072320918e-197,"AT5G07010","Yes"
"AT5G02120",6.02423508304781e-201,-0.810370522878978,0.502,0.791,1.23755861311051e-196,"AT5G02120","Yes"
"AT1G10960",7.05532704306666e-201,-1.23989532273464,0.324,0.624,1.44937583445718e-196,"AT1G10960","Yes"
"AT1G32350",1.06574552592233e-200,3.72962805137641,0.259,0.037,2.18936103390225e-196,"AT1G32350","Yes"
"AT4G22220",1.4752129085013e-200,0.743426705897313,0.9,0.915,3.03052987793423e-196,"AT4G22220","Yes"
"AT1G76100",3.44582770987614e-200,-1.02682915572802,0.379,0.696,7.07876386439855e-196,"AT1G76100","Yes"
"AT2G30400",6.25945467974737e-200,3.48304594305779,0.255,0.034,1.2858797748605e-195,"AT2G30400","Yes"
"AT3G61260",8.69389677885814e-200,-0.634007458382433,0.782,0.943,1.78598721528083e-195,"AT3G61260","Yes"
"AT4G01895",3.02575642522374e-199,2.83828281632607,0.336,0.089,6.21581142433712e-195,"AT4G01895","Yes"
"AT4G23700",1.80864059865147e-198,5.22600122290167,0.205,0.01,3.71549038180971e-194,"AT4G23700","Yes"
"AT5G62350",2.09882817198579e-198,-1.36863721663377,0.214,0.526,4.31162271371042e-194,"AT5G62350","Yes"
"AT5G47190",4.11675064129005e-198,-0.828973918392361,0.528,0.813,8.45704084240215e-194,"AT5G47190","Yes"
"AT1G18730",7.67980567189696e-198,-1.00931965921153,0.364,0.671,1.57766247917779e-193,"AT1G18730","Yes"
"AT5G47110",1.52600876335874e-197,-0.930517983436921,0.464,0.741,3.13487980256786e-193,"AT5G47110","Yes"
"AT5G66190",1.58531573047853e-197,-0.689472546919824,0.713,0.91,3.25671410512203e-193,"AT5G66190","Yes"
"AT5G20010",2.04084367110852e-197,0.657286608056073,0.976,0.976,4.19250515355823e-193,"AT5G20010","Yes"
"AT2G04400",5.77278539774432e-197,2.31848313634386,0.495,0.239,1.18590330425862e-192,"AT2G04400","Yes"
"AT4G21120",8.98930725373752e-197,2.5484053926038,0.348,0.096,1.8466733891353e-192,"AT4G21120","Yes"
"AT1G51090",1.03100083571759e-196,-1.02688224754794,0.53,0.813,2.11798501681464e-192,"AT1G51090","Yes"
"AT2G10940",2.16341448059665e-196,-1.61299463900711,0.193,0.496,4.44430236748969e-192,"AT2G10940","Yes"
"AT2G17420",2.33178820243227e-196,1.97819128380312,0.613,0.423,4.79019250425662e-192,"AT2G17420","Yes"
"AT1G78070",4.2310173834028e-196,-0.766290811188702,0.64,0.888,8.69177901072438e-192,"AT1G78070","Yes"
"AT1G29070",4.69964806080321e-196,-0.735464425313505,0.834,0.944,9.65448701130803e-192,"AT1G29070","Yes"
"AT5G13320",4.86310496770828e-196,5.53761760381348,0.197,0.008,9.99027653516313e-192,"AT5G13320","Yes"
"AT1G25275",5.66048898498681e-196,-0.811498588872771,0.737,0.927,1.16283425218584e-191,"AT1G25275","Yes"
"AT3G49470",2.32357683778129e-195,-1.05023055900551,0.321,0.636,4.7733238978541e-191,"AT3G49470","Yes"
"AT3G11340",2.37573191804531e-195,6.7093441950132,0.185,0.003,4.88046607924047e-191,"AT3G11340","Yes"
"AT4G00165",5.3347454922702e-195,-1.90288115087291,0.124,0.396,1.09591676647707e-190,"AT4G00165","Yes"
"AT1G54500",6.21434039948359e-195,-1.15964501861328,0.307,0.609,1.27661194826591e-190,"AT1G54500","Yes"
"AT5G20500",1.13823736879233e-194,1.39755786677322,0.816,0.77,2.33828102671008e-190,"AT5G20500","Yes"
"AT1G11530",1.81384131272244e-194,-0.884011140131157,0.454,0.75,3.72617420872572e-190,"AT1G11530","Yes"
"AT5G39210",5.06355144932143e-194,-1.38706424652134,0.198,0.494,1.0402053742341e-189,"AT5G39210","Yes"
"AT3G25597",5.91706966505202e-194,2.78791023763019,0.369,0.117,1.21554362129164e-189,"AT3G25597","Yes"
"AT2G24060",6.35888659375335e-194,-1.03536094915259,0.297,0.628,1.30630607295475e-189,"AT2G24060","Yes"
"AT3G52930",8.05780013684937e-194,1.24673360518583,0.881,0.855,1.65531388211297e-189,"AT3G52930","Yes"
"AT5G16400",8.13495795799361e-194,-0.877196543499063,0.446,0.748,1.67116441331063e-189,"AT5G16400","Yes"
"AT5G01350",1.39794852430325e-193,0.744335962739828,0.899,0.925,2.87180565347617e-189,"AT5G01350","Yes"
"AT5G02600",1.63446721173999e-193,3.74143526650462,0.289,0.06,3.35768599307746e-189,"AT5G02600","Yes"
"AT3G01970",4.12581861849666e-193,3.84726735647584,0.257,0.04,8.47566918797769e-189,"AT3G01970","Yes"
"AT2G41410",6.40359712716639e-193,1.5616383060403,0.686,0.487,1.31549095783379e-188,"AT2G41410","Yes"
"AT5G10860",8.29490825234755e-193,-0.663780899372108,0.748,0.93,1.70402300227976e-188,"AT5G10860","Yes"
"AT5G52970",1.03665798541856e-192,-0.856596639187878,0.43,0.749,2.12960649944534e-188,"AT5G52970","Yes"
"AT5G20935",1.08247470658951e-192,-1.76932453417691,0.128,0.403,2.22372778974682e-188,"AT5G20935","Yes"
"AT3G42790",2.38848001289934e-192,1.34270458845799,0.787,0.771,4.90665449049911e-188,"AT3G42790","Yes"
"AT3G53800",3.52768099446114e-192,-1.14339848168146,0.244,0.566,7.24691506692151e-188,"AT3G53800","Yes"
"AT1G01620",4.16789975136865e-192,-0.803567891396966,0.387,0.729,8.56211645923661e-188,"AT1G01620","Yes"
"AT3G49580",5.82449331354173e-192,1.12735596051089,0.635,0.357,1.19652566140088e-187,"AT3G49580","Yes"
"AT1G66240",1.17477292451862e-191,1.15281115846024,0.867,0.858,2.4133360188386e-187,"AT1G66240","Yes"
"AT2G27580",3.74207880417982e-191,1.33332556092032,0.765,0.617,7.6873524874266e-187,"AT2G27580","Yes"
